point	county_name	state_name
40.59716504120733, -88.22327378253051	Ford County	Illinois
37.76281329504119, -88.23045234960283	Gallatin County	Illinois
41.35313650918261, -90.13140836304828	Henry County	Illinois
41.445050619994724, -87.97864631428965	Will County	Illinois
42.33626038648272, -89.16086598461905	Winnebago County	Illinois
39.61994850515234, -85.4657611985175	Rush County	Indiana
42.080174795245604, -92.06573194864117	Benton County	Iowa
43.08188618969319, -93.73427249904739	Hancock County	Iowa
42.07895351573132, -91.5990227312332	Linn County	Iowa
41.02936050711009, -93.3277430125434	Lucas County	Iowa
43.08206436572392, -94.67813698031654	Palo Alto County	Iowa
42.73311960647221, -93.73514513014975	Wright County	Iowa
38.4789639972779, -98.75646432049126	Barton County	Kansas
39.7858693461327, -101.73110429940903	Cheyenne County	Kansas
37.56219327448856, -101.30802141339018	Grant County	Kansas
37.87778758094545, -96.23263583271229	Greenwood County	Kansas
39.78362515475483, -96.52293717158919	Marshall County	Kansas
38.91477876504041, -98.76235100248056	Russell County	Kansas
36.89418051556543, -87.490380633953	Christian County	Kentucky
38.0678783326371, -82.73475462878365	Lawrence County	Kentucky
37.209668448527125, -88.35375701760094	Livingston County	Kentucky
37.36517812584921, -84.31594151471224	Rockcastle County	Kentucky
37.73931903320482, -83.49317481643455	Wolfe County	Kentucky
31.666189848499734, -91.84699387630761	Catahoula Parish	Louisiana
31.198585165554, -92.53319318960943	Rapides Parish	Louisiana
30.463644704605564, -91.31277070093779	West Baton Rouge Parish	Louisiana
30.87977081737297, -91.42002560770388	West Feliciana Parish	Louisiana
46.65881829953897, -68.59887763483762	Aroostook County	Maine
43.80608207240344, -70.33020057652966	Cumberland County	Maine
43.42922586293025, -70.67014648910632	York County	Maine
41.388774721665044, -70.69877154616061	Dukes County	Massachusetts
46.94826918426694, -86.57216013224796	Alger County	Michigan
45.47294040055405, -84.49206441594654	Cheboygan County	Michigan
46.4954899565395, -89.79547193631026	Gogebic County	Michigan
44.681758191112856, -84.12977135493578	Oscoda County	Michigan
46.94959913151949, -94.32535012600184	Cass County	Minnesota
45.02235497330603, -95.56668074163942	Chippewa County	Minnesota
45.502473076368155, -92.9083421516154	Chisago County	Minnesota
44.007107838751836, -95.18115308946506	Cottonwood County	Minnesota
31.188869507482327, -89.25785994963067	Forrest County	Mississippi
33.49410248684764, -89.61639574590147	Montgomery County	Mississippi
31.148422262178507, -90.10613680985409	Walthall County	Mississippi
36.70990341185978, -93.82907260523447	Barry County	Missouri
35.96109052046728, -95.52120351576531	Wagoner County	Oklahoma
45.59197707345572, -118.73678500963744	Umatilla County	Oregon
41.40096588265827, -79.75795405655806	Venango County	Pennsylvania
33.2660635239543, -81.43502305210781	Barnwell County	South Carolina
34.33250698301121, -79.95771998766702	Darlington County	South Carolina
34.887318218375526, -82.72527190025599	Pickens County	South Carolina
43.27892228723578, -96.72182437767279	Lincoln County	South Dakota
35.80325073817444, -87.47330830310858	Hickman County	Tennessee
36.730648472744505, -83.67409475885533	Bell County	Kentucky
38.23914770974518, -84.87706802064704	Franklin County	Kentucky
31.72337536393522, -93.09622999984536	Natchitoches Parish	Louisiana
29.90472578029594, -89.30412760461874	St. Bernard Parish	Louisiana
30.026980012457006, -90.79308578345078	St. James Parish	Louisiana
32.83189249187544, -92.3748019394759	Union Parish	Louisiana
44.40916027747832, -69.76726429283953	Kennebec County	Maine
39.53643636865459, -76.2988758356795	Harford County	Maryland
41.77344926280592, -70.23813750807291	Barnstable County	Massachusetts
41.91540028054416, -85.9934577025304	Cass County	Michigan
45.58754247686139, -84.98146992613086	Emmet County	Michigan
45.15177087790892, -86.03849607395352	Leelanau County	Michigan
42.25322530946116, -83.83877049869707	Washtenaw County	Michigan
47.726672411391824, -90.38598655824676	Cook County	Minnesota
45.00456604323895, -93.47696703494098	Hennepin County	Minnesota
33.936450092315006, -89.33644529079145	Calhoun County	Mississippi
30.416049656470395, -89.081642682868	Harrison County	Mississippi
32.741387944464975, -90.98921054163776	Issaquena County	Mississippi
34.25140963375112, -90.28912470701215	Quitman County	Mississippi
38.02703481244556, -92.7660471404893	Camden County	Missouri
36.42853846311161, -84.50351760209483	Scott County	Tennessee
31.254783194237575, -94.6118636240174	Angelina County	Texas
30.103610830127817, -97.31201436184448	Bastrop County	Texas
34.529201488336774, -100.20757488255134	Childress County	Texas
33.785531178773844, -98.20850335255219	Clay County	Texas
31.888531000721905, -100.52991087264718	Coke County	Texas
30.332377048070935, -94.39022880580421	Hardin County	Texas
31.990686415935325, -97.13242691476738	Hill County	Texas
28.954244131308446, -96.57768094535726	Jackson County	Texas
30.74396055825527, -94.02508513615234	Jasper County	Texas
29.350207489848003, -100.41794662656233	Kinney County	Texas
30.310679732560434, -96.96570426758626	Lee County	Texas
31.29650671400394, -95.99569065420116	Leon County	Texas
44.607049946093404, -72.64185319485108	Lamoille County	Vermont
44.27358092357264, -72.6147474260439	Washington County	Vermont
42.9905556707741, -72.71393712821815	Windham County	Vermont
37.3151523744179, -79.52417224148346	Bedford County	Virginia
37.78738090438683, -78.88682277438629	Nelson County	Virginia
38.7015919993338, -77.47768571585509	Prince William County	Virginia
38.908667751758415, -78.20846907425023	Warren County	Virginia
37.731927225473, -79.35682935024695	Buena Vista city	Virginia
37.26500574496967, -77.39688138283084	Colonial Heights city	Virginia
36.92334013539969, -76.2456336788667	Norfolk city	Virginia
47.7361088981753, -119.69177456009271	Douglas County	Washington
46.53473081108821, -118.89884249415756	Franklin County	Washington
48.532318675463635, -117.27400163361314	Pend Oreille County	Washington
48.046095240484554, -121.72234674402873	Snohomish County	Washington
48.3991066535342, -117.85519390739687	Stevens County	Washington
44.71940145953222, -92.42250358529726	Pierce County	Wisconsin
42.087939299752264, -104.35326460408324	Goshen County	Wyoming
41.30706771562452, -104.68962062528107	Laramie County	Wyoming
44.52047319515758, -109.58795523996281	Park County	Wyoming
43.84048498311082, -104.56783017995718	Weston County	Wyoming
18.34971030233075, -66.16831730096936	Bayamón Municipio	Puerto Rico
18.22474253467427, -66.22181922313824	Comerío Municipio	Puerto Rico
18.055966514753905, -65.86330220641601	Yabucoa Municipio	Puerto Rico
38.63275177334675, -92.58305482969428	Moniteau County	Missouri
38.781946203460116, -90.67493711828047	St. Charles County	Missouri
37.31730701725356, -91.96505454639532	Texas County	Missouri
37.96168389584203, -90.8774246174485	Washington County	Missouri
45.66905326118241, -109.39521692976616	Stillwater County	Montana
42.59926185154045, -97.25240108632381	Cedar County	Nebraska
40.17646591747427, -99.91227327719446	Furnas County	Nebraska
40.17649568025863, -99.40464400730028	Harlan County	Nebraska
40.50670730851645, -98.9480217370747	Kearney County	Nebraska
41.91384687587011, -99.45442066370254	Loup County	Nebraska
40.52406084721892, -97.14090861083098	Saline County	Nebraska
39.58088736016211, -118.33573098461444	Churchill County	Nevada
40.4400657191312, -74.40885833492001	Middlesex County	New Jersey
34.02118329085829, -103.48002525645381	Roosevelt County	New Mexico
35.68861042442772, -106.8659394442084	Sandoval County	New Mexico
36.39327404117493, -79.3335234625679	Caswell County	North Carolina
47.45615064001572, -97.72459093339722	Steele County	North Dakota
46.97925498754923, -98.95883811627611	Stutsman County	North Dakota
39.33385749688691, -82.04512195486441	Athens County	Ohio
38.93382789567435, -83.8672964803431	Brown County	Ohio
41.32391612845087, -84.4904952270717	Defiance County	Ohio
41.117570588356074, -81.89972390465594	Medina County	Ohio
41.11662079619184, -84.58019434626553	Paulding County	Ohio
35.174405965734636, -98.37515818282274	Caddo County	Oklahoma
36.81800352473048, -97.14393790130474	Kay County	Oklahoma
36.12109894082069, -95.94147557016991	Tulsa County	Oklahoma
41.77218171851745, -77.25425477928653	Tioga County	Pennsylvania
32.03995924088325, -84.19705613988877	Sumter County	Georgia
32.80240543074169, -83.17124898350919	Wilkinson County	Georgia
44.2839055064352, -112.35129747800741	Clark County	Idaho
41.404145932081526, -89.52865584081093	Bureau County	Illinois
42.06875402814762, -89.9343040401666	Carroll County	Illinois
39.520296085063045, -88.2217535301831	Coles County	Illinois
40.17462935394338, -88.90408855578711	De Witt County	Illinois
40.18340171989569, -87.732815297324	Vermilion County	Illinois
38.44610170961181, -87.84427497061048	Wabash County	Illinois
40.582858659249034, -86.56348385269467	Carroll County	Indiana
38.68913416815784, -87.41799297077543	Knox County	Indiana
40.16165567951135, -85.71934526017394	Madison County	Indiana
41.04183213977355, -86.69877911012576	Pulaski County	Indiana
40.38861881238237, -86.89409736713671	Tippecanoe County	Indiana
39.85381143823172, -87.46397841061705	Vermillion County	Indiana
41.13937519160949, -85.50511826066764	Whitley County	Indiana
41.3352041221501, -92.6409095325117	Mahaska County	Iowa
41.03058463441209, -92.4094500627495	Wapello County	Iowa
43.377398412511965, -93.26084746872331	Worth County	Iowa
38.302045897505586, -96.59392870595507	Chase County	Kansas
38.564517478612515, -95.2859482609522	Franklin County	Kansas
39.349715948073126, -99.88325260329712	Graham County	Kansas
38.65232891403776, -95.72694517202113	Osage County	Kansas
37.237275340184446, -97.47655012029226	Sumner County	Kansas
38.48208451475441, -101.34735558014954	Wichita County	Kansas
31.8696033045847, -85.39319697404028	Barbour County	Alabama
32.93622678676385, -86.24765915422518	Coosa County	Alabama
34.131941040330226, -86.86761965931849	Cullman County	Alabama
32.60113634163782, -85.35556234251122	Lee County	Alabama
62.304244292867615, -149.58147546092115	Matanuska-Susitna Borough	Alaska
37.31917877305351, -102.56047667272709	Baca County	Colorado
40.66643270986117, -106.34279457917751	Jackson County	Colorado
37.90270177981692, -103.71644566674172	Otero County	Colorado
40.55482993321083, -104.39253148343958	Weld County	Colorado
25.61058079074337, -80.5054406114325	Miami-Dade County	Florida
29.60863509822667, -81.74430435952702	Putnam County	Florida
34.354329469646544, -83.49720516660605	Banks County	Georgia
33.07653591922097, -84.13946272285614	Lamar County	Georgia
30.8338571192125, -83.26770817231684	Lowndes County	Georgia
34.57218897351127, -84.00265596726415	Lumpkin County	Georgia
39.96074520561699, -93.98546709966017	Daviess County	Missouri
40.42233131785606, -93.56855818113085	Mercer County	Missouri
46.59822398867084, -110.88566119891259	Meagher County	Montana
48.227932781048835, -112.22668817603747	Pondera County	Montana
41.912758811990386, -99.97690026840176	Blaine County	Nebraska
42.89968486798953, -98.76646215393163	Boyd County	Nebraska
41.91501321688902, -101.74057073016304	Grant County	Nebraska
40.524782254440005, -101.06184399066899	Hayes County	Nebraska
41.197654295280266, -103.71491575695883	Kimball County	Nebraska
42.595007091861966, -76.07026700390992	Cortland County	New York
42.276519679329006, -74.12270649398371	Greene County	New York
43.38228242656188, -78.23044415456012	Orleans County	New York
42.781077636769, -76.82377209301836	Seneca County	New York
40.94044992274997, -72.6852777805289	Suffolk County	New York
34.861259711226566, -76.53574315708646	Carteret County	North Carolina
35.662042155465286, -81.21507082985822	Catawba County	North Carolina
36.08277323536496, -78.28569627393433	Franklin County	North Carolina
35.0175390256287, -79.23727900404006	Hoke County	North Carolina
36.265018805618595, -76.24924159014334	Pasquotank County	North Carolina
48.7674844753737, -97.55181856895135	Pembina County	North Dakota
47.5754615962074, -100.34555497971064	Sheridan County	North Dakota
39.69152245516882, -83.88986151375558	Greene County	Ohio
41.14627784323998, -82.59802287358113	Huron County	Ohio
40.828853942506896, -81.8880107495584	Wayne County	Ohio
34.58819976856195, -96.29777851414846	Coal County	Oklahoma
35.01693697472121, -97.8841201584956	Grady County	Oklahoma
34.74411851102389, -99.84625002290294	Harmon County	Oklahoma
35.551510008027606, -97.40723343677823	Oklahoma County	Oklahoma
34.72804494980073, -96.68437614991484	Pontotoc County	Oklahoma
45.405256448917626, -120.68937158648056	Sherman County	Oregon
39.871451902139604, -77.21787966353101	Adams County	Pennsylvania
40.416295604157526, -75.92599895506872	Berks County	Pennsylvania
41.00004513137971, -78.47423428889329	Clearfield County	Pennsylvania
41.82132557150979, -75.80068660320349	Susquehanna County	Pennsylvania
34.3951111102357, -81.12122932052016	Fairfield County	South Carolina
34.08005905650009, -79.36251016560233	Marion County	South Carolina
34.00608275278273, -81.72679789086688	Saluda County	South Carolina
44.54776404224402, -99.00493026598755	Hand County	South Dakota
43.96060826830526, -100.68971994481709	Jones County	South Dakota
36.06978388537718, -88.06827314663757	Benton County	Tennessee
35.80867691072137, -86.06174065351799	Cannon County	Tennessee
36.35823276117404, -89.14879914852754	Obion County	Tennessee
30.492485245345353, -96.62147002393948	Burleson County	Texas
34.07764807878157, -100.27874385938235	Cottle County	Texas
33.61661212975203, -100.77886070897145	Dickens County	Texas
31.253262074818373, -96.93585099891635	Falls County	Texas
31.456140714574115, -105.38645622301543	Hudspeth County	Texas
28.352687995230053, -98.56784128648147	McMullen County	Texas
31.027012949777166, -96.51288124623363	Robertson County	Texas
39.37391290686704, -111.57636351788265	Sanpete County	Utah
37.60479175972283, -79.14514313671626	Amherst County	Virginia
38.058688744930286, -79.74106156202437	Bath County	Virginia
37.55711909264931, -79.81231726544016	Botetourt County	Virginia
39.11230569706491, -77.9966882231006	Clarke County	Virginia
37.51210083284228, -78.24495835156988	Cumberland County	Virginia
38.36232553695647, -79.56854427770318	Highland County	Virginia
38.51201002645789, -78.87575214203558	Rockingham County	Virginia
38.42071936397788, -77.45740039646812	Stafford County	Virginia
36.9315348237102, -82.62620168847947	Norton city	Virginia
46.983343772294866, -118.56063310457245	Adams County	Washington
46.29113367326505, -123.43346979741663	Wahkiakum County	Washington
38.46253193763128, -81.07508758457615	Clay County	West Virginia
39.105134801916364, -79.19557048782777	Grant County	West Virginia
37.726404010946105, -82.1347612265058	Mingo County	West Virginia
38.494737336348734, -80.42187302643099	Webster County	West Virginia
45.42372318952456, -91.84831208246466	Barron County	Wisconsin
43.8003789204241, -89.04485989922036	Green Lake County	Wisconsin
44.11068894349895, -87.51237161709594	Manitowoc County	Wisconsin
43.42666346416925, -89.94821665876066	Sauk County	Wisconsin
45.87997179901174, -91.1446650092395	Sawyer County	Wisconsin
18.373443520572923, -66.56021410254124	Florida Municipio	Puerto Rico
31.776880894161277, -84.43692215640401	Terrell County	Georgia
34.80561159690742, -84.96722074533797	Whitfield County	Georgia
31.97289330990772, -83.43236377800021	Wilcox County	Georgia
42.66848515020662, -112.22461885396066	Bannock County	Idaho
40.14008881206984, -88.19917063202953	Champaign County	Illinois
39.67853042593459, -87.74556488828318	Edgar County	Illinois
37.45964856277922, -88.88092854267417	Johnson County	Illinois
39.860002923838714, -88.96155222751587	Macon County	Illinois
40.027415841158984, -89.8021777906177	Menard County	Illinois
41.20448995744009, -89.28578056664668	Putnam County	Illinois
41.64260619364444, -85.42649802137373	LaGrange County	Indiana
39.088834825148766, -87.41469039132879	Sullivan County	Indiana
41.33646548616464, -92.17864251562511	Keokuk County	Iowa
42.079811608273225, -92.53254281247025	Tama County	Iowa
38.91475132577534, -99.31723164536253	Ellis County	Kansas
38.696627621402975, -98.2047302882887	Ellsworth County	Kansas
38.91432474803532, -99.8727359144981	Trego County	Kansas
37.72018413689195, -84.27799730288228	Madison County	Kentucky
37.103926850542145, -84.57717615001665	Pulaski County	Kentucky
37.366454522572006, -85.32783508323739	Taylor County	Kentucky
29.677452049185547, -90.09776703305423	Jefferson Parish	Louisiana
29.809863336208352, -92.30645672055776	Vermilion Parish	Louisiana
31.944271620957718, -92.63686152819969	Winn Parish	Louisiana
39.562854777023645, -77.02252130799502	Carroll County	Maryland
43.55416769927036, -85.8009173964178	Newaygo County	Michigan
43.49134252398321, -83.43986851301268	Tuscola County	Michigan
44.67189461811572, -93.06544061973422	Dakota County	Minnesota
44.409687362306656, -92.72290106181106	Goodhue County	Minnesota
48.35812683246264, -96.36847545270514	Marshall County	Minnesota
45.586139071191944, -96.00026504364236	Stevens County	Minnesota
34.87535254464453, -89.99112352721804	DeSoto County	Mississippi
31.47714544655672, -90.89785005429614	Franklin County	Mississippi
32.26412452355851, -89.94579824341064	Rankin County	Mississippi
36.71639049051994, -90.40655425907445	Butler County	Missouri
32.38597366062258, -85.69266882616434	Macon County	Alabama
34.13654972071544, -87.88713846333269	Marion County	Alabama
34.31765375642651, -92.94613122778675	Hot Spring County	Arkansas
35.21491088483819, -93.71657541378443	Logan County	Arkansas
34.538912419112, -93.65953137869889	Montgomery County	Arkansas
38.4463895962348, -120.6511158461269	Amador County	California
37.92341327307142, -121.95103469379332	Contra Costa County	California
39.85754338106869, -105.52262138994668	Gilpin County	Colorado
38.40215608690436, -108.26945125994983	Montrose County	Colorado
27.38632705176147, -80.88856125846483	Okeechobee County	Florida
29.912181045379267, -81.40988672822398	St. Johns County	Florida
32.39681417735913, -81.74317827278956	Bulloch County	Georgia
31.9739510503417, -81.09397031671159	Chatham County	Georgia
30.878344131456732, -84.57907029686943	Decatur County	Georgia
33.70181805434024, -84.76798662741227	Douglas County	Georgia
32.70146508038972, -82.66008091175549	Johnson County	Georgia
31.779506654997657, -84.14113453219065	Lee County	Georgia
33.01389735454174, -83.9186823557495	Monroe County	Georgia
38.50541004201615, -92.28160741890224	Cole County	Missouri
38.4408671149296, -91.50793338640743	Gasconade County	Missouri
37.94078574365378, -93.32072101179165	Hickory County	Missouri
36.74701985297565, -93.45598308925396	Stone County	Missouri
45.22738568673291, -109.02801580035353	Carbon County	Montana
48.561756131520525, -111.02457975641322	Liberty County	Montana
47.14719832057177, -114.998338811504	Mineral County	Montana
41.29535093628609, -96.15447690917686	Douglas County	Nebraska
40.530083251824514, -100.39420271842373	Frontier County	Nebraska
41.3973022033356, -97.99225102124294	Nance County	Nebraska
42.50478633237601, -102.40897539996095	Sheridan County	Nebraska
39.877717595100826, -74.66806723624204	Burlington County	New Jersey
42.302938209645276, -79.40579073575725	Chautauqua County	New York
35.133857587192914, -84.06344399430238	Cherokee County	North Carolina
35.33622619591103, -82.47994638925285	Henderson County	North Carolina
35.31065346934982, -79.48137474741556	Moore County	North Carolina
34.18155518104688, -77.86559773304624	New Hanover County	North Carolina
36.414650301169985, -80.68792446219736	Surry County	North Carolina
36.160527773826786, -80.66523411495965	Yadkin County	North Carolina
47.717602973870484, -98.90164689489826	Eddy County	North Dakota
47.457280503293916, -98.23696743165635	Griggs County	North Dakota
48.68560251570943, -99.24577194540274	Towner County	North Dakota
40.293839097255535, -81.09113606523913	Harrison County	Ohio
40.053459256273364, -84.2288444679423	Miami County	Ohio
41.35741640305385, -83.14391560133024	Sandusky County	Ohio
35.49534593386237, -94.75518867401048	Sequoyah County	Oklahoma
35.29036730751341, -98.99222343331319	Washita County	Oklahoma
44.709174206487404, -117.67536362688568	Baker County	Oregon
40.99121444150307, -80.33470712145126	Lawrence County	Pennsylvania
41.02792210654771, -76.65856293103822	Montour County	Pennsylvania
41.70551774307875, -71.28607148684505	Bristol County	Rhode Island
33.665806264253355, -80.21640515799137	Clarendon County	South Carolina
43.20790692496966, -98.5878936135191	Charles Mix County	South Dakota
44.938015342530704, -98.34619006928132	Spink County	South Dakota
35.925437474772245, -83.12118299353479	Cocke County	Tennessee
35.97986074763637, -85.83275187794725	DeKalb County	Tennessee
35.52728090387602, -87.49309555986913	Lewis County	Tennessee
35.140516940273116, -86.58894164314461	Lincoln County	Tennessee
35.608670754179215, -84.92442511383672	Rhea County	Tennessee
35.67868274072769, -85.77849808790937	Warren County	Tennessee
33.386293393735706, -95.67226979298499	Delta County	Texas
32.23625864837702, -98.21796674781206	Erath County	Texas
32.78640517716303, -95.38206205029368	Wood County	Texas
40.12484916156336, -109.51863293564205	Uintah County	Utah
37.814489147454964, -79.44728234873672	Rockbridge County	Virginia
37.116912189397695, -76.88830953555727	Surry County	Virginia
36.677744384226294, -76.30241823152652	Chesapeake city	Virginia
38.74786254097517, -77.48381738036525	Manassas city	Virginia
46.1932195531126, -122.6809747039613	Cowlitz County	Washington
38.844498072338894, -81.11757168933843	Calhoun County	West Virginia
38.92406176143216, -80.85708380281663	Gilmer County	West Virginia
43.46660809989793, -89.33373628714392	Columbia County	Wisconsin
43.753589496053465, -88.48826334408766	Fond du Lac County	Wisconsin
18.328993676336964, -65.88788725596555	Canóvanas Municipio	Puerto Rico
17.946361781780897, -66.9219380909179	Guánica Municipio	Puerto Rico
18.11111528534985, -67.0384201098641	San Germán Municipio	Puerto Rico
32.847848489967035, -86.71881129266507	Chilton County	Alabama
32.59664804857467, -86.14914660468408	Elmore County	Alabama
34.04525441503777, -86.03476267378647	Etowah County	Alabama
34.45347201916057, -86.85292213710127	Morgan County	Alabama
65.50865539831604, -151.38961445208568	Yukon-Koyukuk Census Area	Alaska
35.29573589558958, -90.77115204905694	Cross County	Arkansas
34.780437805880794, -90.78079769482898	Lee County	Arkansas
33.70092090594552, -94.23524310518174	Little River County	Arkansas
36.28597197019856, -87.71703582700945	Houston County	Tennessee
35.4688612883978, -86.76501766922382	Marshall County	Tennessee
47.35295752636539, -115.89243548717191	Shoshone County	Idaho
38.886829029392295, -89.43554271618808	Bond County	Illinois
40.472780214075804, -90.20749149662853	Fulton County	Illinois
41.2851032137811, -88.41849587196606	Grundy County	Illinois
41.59057752927978, -88.42878866170932	Kendall County	Illinois
37.753136594662436, -88.54074186714384	Saline County	Illinois
41.090871007140734, -85.06656219189975	Allen County	Indiana
40.43791826961604, -85.00563552801196	Jay County	Indiana
39.16091772202884, -86.5231374263602	Monroe County	Indiana
39.86441634011688, -85.00987618533318	Wayne County	Indiana
43.08155775414404, -93.26081863366568	Cerro Gordo County	Iowa
42.73562267108695, -95.62380541983944	Cherokee County	Iowa
42.171742694057436, -90.57422959537455	Jackson County	Iowa
42.035849282388945, -92.99877127670686	Marshall County	Iowa
37.55888487186117, -98.13633257847417	Kingman County	Kansas
37.192523835040426, -95.74287804079853	Montgomery County	Kansas
38.31817316024331, -83.04953459219134	Carter County	Kentucky
37.15969745782214, -83.71466277536729	Clay County	Kentucky
38.37010716553491, -83.69664573269011	Fleming County	Kentucky
37.094066461593904, -83.38114011243148	Leslie County	Kentucky
36.85969871291831, -86.87893829528767	Logan County	Kentucky
38.032510508104, -85.32785143478588	Spencer County	Kentucky
31.564037717987457, -93.55471748388507	Sabine Parish	Louisiana
38.21649994261978, -75.29667086278364	Worcester County	Maryland
42.13511483687963, -72.63164898742956	Hampden County	Massachusetts
43.02172304649619, -83.7067109540605	Genesee County	Michigan
46.2086458630063, -88.53052698435786	Iron County	Michigan
43.6446171690774, -86.58177197058414	Oceana County	Michigan
43.989828654599215, -85.32528766125016	Osceola County	Michigan
44.72681410847022, -94.94714334831778	Renville County	Minnesota
43.674630585739, -96.25320748370362	Rock County	Minnesota
34.363935290627296, -89.95056748799767	Panola County	Mississippi
34.76840027123072, -88.90889822634529	Tippah County	Mississippi
39.21575554071844, -91.84158560853983	Audrain County	Missouri
38.99061497661461, -92.30967880999114	Boone County	Missouri
40.12573614980349, -122.23388512561503	Tehama County	California
40.65069355420695, -123.11262777939154	Trinity County	California
37.27795218854426, -105.42824969901628	Costilla County	Colorado
41.42072157526936, -72.49228641916578	Lower Connecticut River Valley Planning Region	Connecticut
39.095954687468236, -75.50461383431728	Kent County	Delaware
27.891650797929415, -82.37020028577207	Hillsborough County	Florida
30.399489716134806, -83.90766918650135	Jefferson County	Florida
30.67653061639914, -87.01214492231715	Santa Rosa County	Florida
33.0611536240006, -82.00078099380683	Burke County	Georgia
36.932597582420435, -92.49880578334091	Douglas County	Missouri
39.00847566877027, -94.34610074508777	Jackson County	Missouri
40.12825490589708, -92.14807224592286	Knox County	Missouri
36.211455027395665, -89.78537656616525	Pemiscot County	Missouri
48.70504092227264, -112.99471961255544	Glacier County	Montana
41.112926536132576, -96.11199381532815	Sarpy County	Nebraska
41.14578295338332, -115.35770075131919	Elko County	Nevada
40.86201927099166, -74.5444955168691	Morris County	New Jersey
40.65993247280737, -74.30822401654441	Union County	New Jersey
36.60613672749429, -104.64684262393652	Colfax County	New Mexico
34.34241351522082, -104.4119578295408	De Baca County	New Mexico
44.74622316940467, -73.67817574520596	Clinton County	New York
43.66112165699713, -74.49735520244802	Hamilton County	New York
42.728075703227134, -77.77549173145208	Livingston County	New York
35.057181355920584, -83.75017665607307	Clay County	North Carolina
35.71033649351478, -79.80600311129912	Randolph County	North Carolina
48.81491857300284, -103.48736222936219	Divide County	North Dakota
46.35828667989145, -101.63966565306919	Grant County	North Dakota
40.84601620277572, -82.27068345256122	Ashland County	Ohio
39.64194089313147, -83.02439149079892	Pickaway County	Ohio
39.07737144637231, -83.06685407348537	Pike County	Ohio
39.741527093667614, -84.64801465338736	Preble County	Ohio
40.813918824586544, -81.36562562110257	Stark County	Ohio
41.36170784197089, -83.6229778643266	Wood County	Ohio
34.250871216807106, -97.28578805326282	Carter County	Oklahoma
35.22478122357097, -95.11665055366005	Haskell County	Oklahoma
36.31687675576427, -96.69919474520202	Pawnee County	Oklahoma
36.37153670772968, -95.60434027216931	Rogers County	Oklahoma
36.715233937831776, -95.90436636081125	Washington County	Oklahoma
43.915009621584844, -121.22814174011788	Deschutes County	Oregon
42.43215572587988, -122.7285177972963	Jackson County	Oregon
43.19347525522433, -117.6230981405489	Malheur County	Oregon
41.51839087140787, -76.0163609472091	Wyoming County	Pennsylvania
34.021843899121755, -80.90308973345695	Richland County	South Carolina
45.771131449028786, -100.05162848438529	Campbell County	South Dakota
44.38903213970666, -99.99605046608059	Hughes County	South Dakota
35.596372115172066, -85.20513099085922	Bledsoe County	Tennessee
35.154110496791155, -84.85960281592448	Bradley County	Tennessee
35.608143639722286, -88.83847090495775	Madison County	Tennessee
36.55840919698452, -85.07498974665346	Pickett County	Tennessee
31.551511555962218, -83.8508757619378	Worth County	Georgia
43.46332606528145, -114.80577673054918	Camas County	Idaho
43.35388544531691, -115.46926229777127	Elmore County	Idaho
42.854259603128796, -113.637461839548	Minidoka County	Idaho
37.19156801899596, -89.33757962295343	Alexander County	Illinois
41.93885576328898, -88.42863811579028	Kane County	Illinois
38.278545682535864, -90.17728152054221	Monroe County	Illinois
37.41270995852275, -88.56158222084919	Pope County	Illinois
39.19621128189064, -86.22737494800135	Brown County	Indiana
38.318728763396855, -85.90702642119473	Floyd County	Indiana
39.31281004408111, -86.83765460183129	Owen County	Indiana
39.666261662473126, -86.84499996526301	Putnam County	Indiana
39.523692277310055, -85.79170062553625	Shelby County	Indiana
38.024835000822684, -87.58582751130201	Vanderburgh County	Indiana
43.28426085327874, -91.37808353725327	Allamakee County	Iowa
43.38049703735415, -96.2102922950032	Lyon County	Iowa
41.02978643253022, -92.8689882606881	Monroe County	Iowa
42.734135097307025, -94.67874667260725	Pocahontas County	Iowa
37.19128041504907, -99.27187154810503	Comanche County	Kansas
37.73819798855171, -100.43786291448106	Gray County	Kansas
38.48130478926693, -100.46639846309934	Lane County	Kansas
38.358872413624624, -97.09689043651842	Marion County	Kansas
39.827796274488485, -97.650622516489	Republic County	Kansas
39.296568133169245, -96.73518843220218	Riley County	Kansas
39.35035776806969, -100.44183245585882	Sheridan County	Kansas
35.84270667783257, -86.41673791158607	Rutherford County	Tennessee
34.068527074805274, -102.82991324415589	Bailey County	Texas
33.18799217288784, -96.5724309490379	Collin County	Texas
32.32707305106572, -98.83232243270191	Eastland County	Texas
30.318054777754153, -98.9464799851458	Gillespie County	Texas
33.12359511798071, -96.08545468477398	Hunt County	Texas
27.043397200152945, -98.69730522711076	Jim Hogg County	Texas
30.48677869455819, -99.74869559110242	Kimble County	Texas
31.404399216752054, -100.46207287774735	Tom Green County	Texas
30.73904481374507, -95.57228393248931	Walker County	Texas
38.297612305454535, -78.46685976206238	Greene County	Virginia
36.94621014128662, -78.24056593216784	Lunenburg County	Virginia
37.778616436104834, -79.9867557534622	Covington city	Virginia
38.2991929761837, -77.4871500893769	Fredericksburg city	Virginia
37.27848533295417, -79.95808356893107	Roanoke city	Virginia
45.7791446667001, -122.48257812826719	Clark County	Washington
37.771364212271266, -81.2486360766109	Raleigh County	West Virginia
38.89782662647587, -80.23342302859648	Upshur County	West Virginia
