"Notes"	"Cancer Sites"	"Cancer Sites Code"	"States"	"States Code"	Count	Population	Age-Adjusted Rate
	"Male and Female Breast"	"26000"	"Illinois"	"17"	10743	12667017	71.9
	"Male and Female Breast"	"26000"	"Indiana"	"18"	5021	6731010	63.1
	"Male and Female Breast"	"26000"	"Iowa"	"19"	2773	3159596	72.1
	"Male and Female Breast"	"26000"	"Kansas"	"20"	2380	2912635	70.0
	"Male and Female Breast"	"26000"	"Kentucky"	"21"	3779	4472345	69.6
	"Male and Female Breast"	"26000"	"Louisiana"	"22"	3749	4658285	69.5
	"Male and Female Breast"	"26000"	"Maine"	"23"	1342	1345770	70.8
	"Male and Female Breast"	"26000"	"Maryland"	"24"	5430	6054954	75.8
	"Male and Female Breast"	"26000"	"Massachusetts"	"25"	6206	6894883	74.4
	"Male and Female Breast"	"26000"	"Michigan"	"26"	8138	9984795	65.9
	"Male and Female Breast"	"26000"	"Minnesota"	"27"	4629	5640053	69.8
	"Male and Female Breast"	"26000"	"Mississippi"	"28"	2416	2978227	68.7
	"Male and Female Breast"	"26000"	"Missouri"	"29"	5398	6140475	72.5
	"Male and Female Breast"	"26000"	"Montana"	"30"	936	1070123	69.2
	"Male and Female Breast"	"26000"	"Nebraska"	"31"	1502	1932571	68.0
	"Male and Female Breast"	"26000"	"New Hampshire"	"33"	1327	1360783	73.0
	"Male and Female Breast"	"26000"	"New Jersey"	"34"	8283	8891258	76.7
	"Male and Female Breast"	"26000"	"New Mexico"	"35"	1667	2099634	65.4
	"Male and Female Breast"	"26000"	"New York"	"36"	17892	19463131	76.3
	"Male and Female Breast"	"26000"	"North Carolina"	"37"	9502	10501384	74.6
	"Male and Female Breast"	"26000"	"North Dakota"	"38"	599	763724	70.5
	"Male and Female Breast"	"26000"	"Ohio"	"39"	10149	11696507	70.1
	"Male and Female Breast"	"26000"	"Oklahoma"	"40"	2915	3960676	63.8
	"Male and Female Breast"	"26000"	"Oregon"	"41"	3759	4216116	70.9
	"Male and Female Breast"	"26000"	"Pennsylvania"	"42"	11429	12798883	69.7
	"Male and Female Breast"	"26000"	"Rhode Island"	"44"	1027	1058158	78.3
	"Male and Female Breast"	"26000"	"South Carolina"	"45"	4604	5157702	71.5
	"Male and Female Breast"	"26000"	"South Dakota"	"46"	683	887127	65.1
	"Male and Female Breast"	"26000"	"Tennessee"	"47"	5427	6830325	65.1
	"Male and Female Breast"	"26000"	"Texas"	"48"	19381	28986794	64.9
	"Male and Female Breast"	"26000"	"Utah"	"49"	1773	3203383	61.5
	"Male and Female Breast"	"26000"	"Vermont"	"50"	613	624046	73.0
	"Male and Female Breast"	"26000"	"Virginia"	"51"	6926	8556642	68.5
	"Male and Female Breast"	"26000"	"Washington"	"53"	6124	7614024	69.3
	"Male and Female Breast"	"26000"	"West Virginia"	"54"	1622	1795263	66.8
	"Male and Female Breast"	"26000"	"Wisconsin"	"55"	5160	5824581	71.9
	"Male and Female Breast"	"26000"	"Wyoming"	"56"	419	580116	58.1
	"Female Breast"	"26000-Female"	"Alabama"	"01"	4100	2536133	127.2
	"Female Breast"	"26000-Female"	"Alaska"	"02"	498	350790	131.3
	"Female Breast"	"26000-Female"	"Arizona"	"04"	5234	3669041	112.9
	"Female Breast"	"26000-Female"	"Arkansas"	"05"	2513	1538076	128.8
	"Female Breast"	"26000-Female"	"California"	"06"	28781	19829085	124.7
	"Female Breast"	"26000-Female"	"Colorado"	"08"	4382	2857610	131.1
	"Female Breast"	"26000-Female"	"Connecticut"	"09"	3396	1826990	142.5
	"Female Breast"	"26000-Female"	"Delaware"	"10"	991	504571	147.2
	"Female Breast"	"26000-Female"	"District of Columbia"	"11"	469	372393	125.3
	"Female Breast"	"26000-Female"	"Florida"	"12"	18836	10987074	123.0
	"Female Breast"	"26000-Female"	"Georgia"	"13"	8222	5462335	129.0
	"Female Breast"	"26000-Female"	"Hawaii"	"15"	1272	706419	140.5
	"Female Breast"	"26000-Female"	"Idaho"	"16"	1367	891995	127.8
	"Female Breast"	"26000-Female"	"Illinois"	"17"	10647	6443120	134.7
	"Female Breast"	"26000-Female"	"Indiana"	"18"	4971	3411571	118.3
	"Female Breast"	"26000-Female"	"Iowa"	"19"	2752	1586636	138.1
	"Female Breast"	"26000-Female"	"Kansas"	"20"	2362	1462080	132.9
	"Female Breast"	"26000-Female"	"Kentucky"	"21"	3756	2269036	130.6
	"Female Breast"	"26000-Female"	"Louisiana"	"22"	3716	2385969	128.6
	"Female Breast"	"26000-Female"	"Maine"	"23"	1331	686674	133.8
	"Female Breast"	"26000-Female"	"Maryland"	"24"	5375	3122480	139.2
	"Female Breast"	"26000-Female"	"Massachusetts"	"25"	6139	3548380	137.7
	"Female Breast"	"26000-Female"	"Michigan"	"26"	8045	5066743	123.9
	"Female Breast"	"26000-Female"	"Minnesota"	"27"	4600	2830663	134.0
	"Female Breast"	"26000-Female"	"Mississippi"	"28"	2396	1534587	126.7
	"Female Breast"	"26000-Female"	"Missouri"	"29"	5358	3127846	136.4
	"Female Breast"	"26000-Female"	"Montana"	"30"	928	531486	135.2
	"Female Breast"	"26000-Female"	"Nebraska"	"31"	1484	967601	129.6
	"Female Breast"	"26000-Female"	"New Hampshire"	"33"	1319	686814	139.6
	"Female Breast"	"26000-Female"	"New Jersey"	"34"	8208	4545698	142.7
	"Female Breast"	"26000-Female"	"New Mexico"	"35"	1655	1060654	124.3
	"Female Breast"	"26000-Female"	"New York"	"36"	17730	10012065	141.2
	"Female Breast"	"26000-Female"	"North Carolina"	"37"	9420	5393755	138.1
	"Female Breast"	"26000-Female"	"North Dakota"	"38"	590	372678	137.2
	"Female Breast"	"26000-Female"	"Ohio"	"39"	10066	5962634	131.2
	"Female Breast"	"26000-Female"	"Oklahoma"	"40"	2885	1999160	120.1
	"Female Breast"	"26000-Female"	"Oregon"	"41"	3725	2126006	134.7
	"Female Breast"	"26000-Female"	"Pennsylvania"	"42"	11314	6526489	130.6
	"Female Breast"	"26000-Female"	"Rhode Island"	"44"	1009	543197	144.7
	"Female Breast"	"26000-Female"	"South Carolina"	"45"	4545	2659704	132.0
	"Female Breast"	"26000-Female"	"South Dakota"	"46"	678	439553	126.6
	"Female Breast"	"26000-Female"	"Tennessee"	"47"	5376	3498429	121.2
	"Female Breast"	"26000-Female"	"Texas"	"48"	19222	14591903	122.4
	"Female Breast"	"26000-Female"	"Utah"	"49"	1763	1589845	118.5
	"Female Breast"	"26000-Female"	"Vermont"	"50"	609	315738	139.2
	"Female Breast"	"26000-Female"	"Virginia"	"51"	6875	4345858	128.2
	"Female Breast"	"26000-Female"	"Washington"	"53"	6073	3802546	132.5
	"Female Breast"	"26000-Female"	"West Virginia"	"54"	1604	906103	127.0
	"Female Breast"	"26000-Female"	"Wisconsin"	"55"	5118	2925732	138.0
	"Female Breast"	"26000-Female"	"Wyoming"	"56"	416	284406	114.9
	"Male Breast"	"26000-Male"	"Alabama"	"01"	35	2371832	1.2
	"Male Breast"	"26000-Male"	"Arizona"	"04"	64	3622802	1.5
	"Male Breast"	"26000-Male"	"Arkansas"	"05"	21	1482909	1.3
	"Male Breast"	"26000-Male"	"California"	"06"	222	19608525	1.1
	"Male Breast"	"26000-Male"	"Colorado"	"08"	20	2900876	0.6
	"Male Breast"	"26000-Male"	"Connecticut"	"09"	32	1739032	1.6
	"Male Breast"	"26000-Male"	"Florida"	"12"	191	10504982	1.3
	"Male Breast"	"26000-Male"	"Georgia"	"13"	76	5165685	1.4
	"Male Breast"	"26000-Male"	"Illinois"	"17"	96	6223897	1.3
	"Male Breast"	"26000-Male"	"Indiana"	"18"	50	3319439	1.4
	"Male Breast"	"26000-Male"	"Iowa"	"19"	21	1572960	1.1
	"Male Breast"	"26000-Male"	"Kansas"	"20"	18	1450555	1.1
	"Male Breast"	"26000-Male"	"Kentucky"	"21"	23	2203309	1.0
	"Male Breast"	"26000-Male"	"Louisiana"	"22"	33	2272316	1.3
	"Male Breast"	"26000-Male"	"Maryland"	"24"	55	2932474	1.8
	"Male Breast"	"26000-Male"	"Massachusetts"	"25"	67	3346503	1.8
	"Male Breast"	"26000-Male"	"Michigan"	"26"	93	4918052	1.6
	"Male Breast"	"26000-Male"	"Minnesota"	"27"	29	2809390	0.9
	"Male Breast"	"26000-Male"	"Mississippi"	"28"	20	1443640	1.1
	"Male Breast"	"26000-Male"	"Missouri"	"29"	40	3012629	1.2
	"Male Breast"	"26000-Male"	"Nebraska"	"31"	18	964970	1.5
	"Male Breast"	"26000-Male"	"New Jersey"	"34"	75	4345560	1.5
	"Male Breast"	"26000-Male"	"New York"	"36"	162	9451066	1.5
	"Male Breast"	"26000-Male"	"North Carolina"	"37"	82	5107629	1.4
	"Male Breast"	"26000-Male"	"Ohio"	"39"	83	5733873	1.2
	"Male Breast"	"26000-Male"	"Oklahoma"	"40"	30	1961516	1.3
	"Male Breast"	"26000-Male"	"Oregon"	"41"	34	2090110	1.3
	"Male Breast"	"26000-Male"	"Pennsylvania"	"42"	115	6272394	1.5
	"Male Breast"	"26000-Male"	"Rhode Island"	"44"	18	514961	2.7
	"Male Breast"	"26000-Male"	"South Carolina"	"45"	59	2497998	1.9
	"Male Breast"	"26000-Male"	"Tennessee"	"47"	51	3331896	1.3
	"Male Breast"	"26000-Male"	"Texas"	"48"	159	14394891	1.2
	"Male Breast"	"26000-Male"	"Virginia"	"51"	51	4210784	1.0
	"Male Breast"	"26000-Male"	"Washington"	"53"	51	3811478	1.2
	"Male Breast"	"26000-Male"	"West Virginia"	"54"	18	889160	1.7
	"Male Breast"	"26000-Male"	"Wisconsin"	"55"	42	2898849	1.2
	"Female Genital System"	"27010-27070"	"Alabama"	"01"	1455	2536133	45.9
	"Female Genital System"	"27010-27070"	"Alaska"	"02"	191	350790	50.0
	"Female Genital System"	"27010-27070"	"Arizona"	"04"	1964	3669041	42.6
	"Female Genital System"	"27010-27070"	"Arkansas"	"05"	954	1538076	50.6
	"Female Genital System"	"27010-27070"	"California"	"06"	11547	19829085	49.6
	"Female Genital System"	"27010-27070"	"Colorado"	"08"	1468	2857610	42.7
	"Female Genital System"	"27010-27070"	"Connecticut"	"09"	1229	1826990	49.3
	"Female Genital System"	"27010-27070"	"Delaware"	"10"	392	504571	53.5
	"Female Genital System"	"27010-27070"	"District of Columbia"	"11"	217	372393	56.2
	"Female Genital System"	"27010-27070"	"Florida"	"12"	7620	10987074	49.8
	"Female Genital System"	"27010-27070"	"Georgia"	"13"	2994	5462335	46.6
	"Female Genital System"	"27010-27070"	"Hawaii"	"15"	502	706419	57.7
	"Female Genital System"	"27010-27070"	"Idaho"	"16"	505	891995	47.5
	"Female Genital System"	"27010-27070"	"Illinois"	"17"	4333	6443120	53.4
	"Female Genital System"	"27010-27070"	"Indiana"	"18"	2048	3411571	49.0
	"Female Genital System"	"27010-27070"	"Iowa"	"19"	1147	1586636	56.3
	"Female Genital System"	"27010-27070"	"Kansas"	"20"	862	1462080	49.7
	"Female Genital System"	"27010-27070"	"Kentucky"	"21"	1489	2269036	53.0
	"Female Genital System"	"27010-27070"	"Louisiana"	"22"	1271	2385969	44.2
	"Female Genital System"	"27010-27070"	"Maine"	"23"	565	686674	56.4
	"Female Genital System"	"27010-27070"	"Maryland"	"24"	2009	3122480	50.0
	"Female Genital System"	"27010-27070"	"Massachusetts"	"25"	2272	3548380	48.4
	"Female Genital System"	"27010-27070"	"Michigan"	"26"	3272	5066743	49.2
	"Female Genital System"	"27010-27070"	"Minnesota"	"27"	1781	2830663	50.0
	"Female Genital System"	"27010-27070"	"Mississippi"	"28"	852	1534587	45.3
	"Female Genital System"	"27010-27070"	"Missouri"	"29"	2023	3127846	51.4
	"Female Genital System"	"27010-27070"	"Montana"	"30"	334	531486	46.5
	"Female Genital System"	"27010-27070"	"Nebraska"	"31"	586	967601	51.7
	"Female Genital System"	"27010-27070"	"New Hampshire"	"33"	522	686814	52.3
	"Female Genital System"	"27010-27070"	"New Jersey"	"34"	3284	4545698	55.0
	"Female Genital System"	"27010-27070"	"New Mexico"	"35"	634	1060654	48.0
	"Female Genital System"	"27010-27070"	"New York"	"36"	7169	10012065	55.5
	"Female Genital System"	"27010-27070"	"North Carolina"	"37"	3211	5393755	46.7
	"Female Genital System"	"27010-27070"	"North Dakota"	"38"	199	372678	44.7
	"Female Genital System"	"27010-27070"	"Ohio"	"39"	4240	5962634	54.8
	"Female Genital System"	"27010-27070"	"Oklahoma"	"40"	1162	1999160	49.4
	"Female Genital System"	"27010-27070"	"Oregon"	"41"	1416	2126006	50.9
	"Female Genital System"	"27010-27070"	"Pennsylvania"	"42"	4926	6526489	55.3
	"Female Genital System"	"27010-27070"	"Rhode Island"	"44"	356	543197	49.0
	"Female Genital System"	"27010-27070"	"South Carolina"	"45"	1508	2659704	43.8
	"Female Genital System"	"27010-27070"	"South Dakota"	"46"	261	439553	48.3
	"Female Genital System"	"27010-27070"	"Tennessee"	"47"	2070	3498429	47.3
	"Female Genital System"	"27010-27070"	"Texas"	"48"	7552	14591903	48.0
	"Female Genital System"	"27010-27070"	"Utah"	"49"	691	1589845	45.2
	"Female Genital System"	"27010-27070"	"Vermont"	"50"	229	315738	50.4
	"Female Genital System"	"27010-27070"	"Virginia"	"51"	2471	4345858	45.2
	"Female Genital System"	"27010-27070"	"Washington"	"53"	2280	3802546	48.5
	"Female Genital System"	"27010-27070"	"West Virginia"	"54"	776	906103	63.7
	"Female Genital System"	"27010-27070"	"Wisconsin"	"55"	1964	2925732	51.1
	"Female Genital System"	"27010-27070"	"Wyoming"	"56"	159	284406	44.9
	"Cervix Uteri"	"27010"	"Alabama"	"01"	253	2536133	10.1
	"Cervix Uteri"	"27010"	"Alaska"	"02"	20	350790	5.1
	"Cervix Uteri"	"27010"	"Arizona"	"04"	213	3669041	5.8
	"Cervix Uteri"	"27010"	"Arkansas"	"05"	151	1538076	9.5
	"Cervix Uteri"	"27010"	"California"	"06"	1455	19829085	7.1
	"Cervix Uteri"	"27010"	"Colorado"	"08"	166	2857610	5.6
	"Cervix Uteri"	"27010"	"Connecticut"	"09"	101	1826990	5.2
	"Cervix Uteri"	"27010"	"Delaware"	"10"	38	504571	6.3
	"Cervix Uteri"	"27010"	"District of Columbia"	"11"	31	372393	8.2
	"Cervix Uteri"	"27010"	"Florida"	"12"	1068	10987074	9.0
	"Cervix Uteri"	"27010"	"Georgia"	"13"	455	5462335	8.2
	"Cervix Uteri"	"27010"	"Hawaii"	"15"	56	706419	7.4
	"Cervix Uteri"	"27010"	"Idaho"	"16"	70	891995	8.0
	"Cervix Uteri"	"27010"	"Illinois"	"17"	499	6443120	7.4
	"Cervix Uteri"	"27010"	"Indiana"	"18"	266	3411571	8.1
	"Cervix Uteri"	"27010"	"Iowa"	"19"	112	1586636	7.5
	"Cervix Uteri"	"27010"	"Kansas"	"20"	102	1462080	7.6
	"Cervix Uteri"	"27010"	"Kentucky"	"21"	206	2269036	9.2
	"Cervix Uteri"	"27010"	"Louisiana"	"22"	223	2385969	9.0
	"Cervix Uteri"	"27010"	"Maine"	"23"	39	686674	5.2
	"Cervix Uteri"	"27010"	"Maryland"	"24"	223	3122480	6.6
	"Cervix Uteri"	"27010"	"Massachusetts"	"25"	189	3548380	4.8
	"Cervix Uteri"	"27010"	"Michigan"	"26"	323	5066743	6.2
	"Cervix Uteri"	"27010"	"Minnesota"	"27"	164	2830663	5.5
	"Cervix Uteri"	"27010"	"Mississippi"	"28"	137	1534587	9.1
	"Cervix Uteri"	"27010"	"Missouri"	"29"	280	3127846	8.9
	"Cervix Uteri"	"27010"	"Montana"	"30"	37	531486	6.8
	"Cervix Uteri"	"27010"	"Nebraska"	"31"	79	967601	9.1
	"Cervix Uteri"	"27010"	"New Hampshire"	"33"	47	686814	6.1
	"Cervix Uteri"	"27010"	"New Jersey"	"34"	346	4545698	6.9
	"Cervix Uteri"	"27010"	"New Mexico"	"35"	83	1060654	7.8
	"Cervix Uteri"	"27010"	"New York"	"36"	812	10012065	7.5
	"Cervix Uteri"	"27010"	"North Carolina"	"37"	393	5393755	6.8
	"Cervix Uteri"	"27010"	"North Dakota"	"38"	19	372678	4.9
	"Cervix Uteri"	"27010"	"Ohio"	"39"	499	5962634	8.0
	"Cervix Uteri"	"27010"	"Oklahoma"	"40"	198	1999160	10.3
	"Cervix Uteri"	"27010"	"Oregon"	"41"	140	2126006	6.2
	"Cervix Uteri"	"27010"	"Pennsylvania"	"42"	487	6526489	7.0
	"Cervix Uteri"	"27010"	"Rhode Island"	"44"	33	543197	6.0
	"Cervix Uteri"	"27010"	"South Carolina"	"45"	217	2659704	7.9
	"Cervix Uteri"	"27010"	"South Dakota"	"46"	26	439553	5.6
	"Cervix Uteri"	"27010"	"Tennessee"	"47"	249	3498429	6.9
	"Cervix Uteri"	"27010"	"Texas"	"48"	1370	14591903	9.5
	"Cervix Uteri"	"27010"	"Utah"	"49"	74	1589845	5.1
	"Cervix Uteri"	"27010"	"Vermont"	"50"	29	315738	8.2
	"Cervix Uteri"	"27010"	"Virginia"	"51"	283	4345858	6.1
	"Cervix Uteri"	"27010"	"Washington"	"53"	258	3802546	6.6
	"Cervix Uteri"	"27010"	"West Virginia"	"54"	73	906103	7.4
	"Cervix Uteri"	"27010"	"Wisconsin"	"55"	176	2925732	6.0
	"Cervix Uteri"	"27010"	"Wyoming"	"56"	27	284406	10.2
	"Corpus Uteri"	"27020"	"Alabama"	"01"	689	2536133	20.3
	"Corpus Uteri"	"27020"	"Alaska"	"02"	108	350790	27.8
	"Corpus Uteri"	"27020"	"Arizona"	"04"	1072	3669041	22.5
	"Corpus Uteri"	"27020"	"Arkansas"	"05"	508	1538076	25.7
	"Corpus Uteri"	"27020"	"California"	"06"	6331	19829085	26.4
	"Corpus Uteri"	"27020"	"Colorado"	"08"	780	2857610	21.9
	"Corpus Uteri"	"27020"	"Connecticut"	"09"	737	1826990	28.4
	"Corpus Uteri"	"27020"	"Delaware"	"10"	243	504571	32.0
	"Corpus Uteri"	"27020"	"District of Columbia"	"11"	120	372393	30.1
	"Corpus Uteri"	"27020"	"Florida"	"12"	4070	10987074	25.2
	"Corpus Uteri"	"27020"	"Georgia"	"13"	1582	5462335	23.5
	"Corpus Uteri"	"27020"	"Hawaii"	"15"	295	706419	34.0
	"Corpus Uteri"	"27020"	"Idaho"	"16"	277	891995	25.3
	"Corpus Uteri"	"27020"	"Illinois"	"17"	2445	6443120	28.9
	"Corpus Uteri"	"27020"	"Indiana"	"18"	1215	3411571	27.6
	"Corpus Uteri"	"27020"	"Iowa"	"19"	648	1586636	30.7
	"Corpus Uteri"	"27020"	"Kansas"	"20"	483	1462080	26.6
	"Corpus Uteri"	"27020"	"Kentucky"	"21"	830	2269036	28.2
	"Corpus Uteri"	"27020"	"Louisiana"	"22"	604	2385969	20.0
	"Corpus Uteri"	"27020"	"Maine"	"23"	332	686674	32.0
	"Corpus Uteri"	"27020"	"Maryland"	"24"	1116	3122480	26.7
	"Corpus Uteri"	"27020"	"Massachusetts"	"25"	1310	3548380	27.1
	"Corpus Uteri"	"27020"	"Michigan"	"26"	1896	5066743	27.2
	"Corpus Uteri"	"27020"	"Minnesota"	"27"	1040	2830663	28.4
	"Corpus Uteri"	"27020"	"Mississippi"	"28"	445	1534587	22.3
	"Corpus Uteri"	"27020"	"Missouri"	"29"	1132	3127846	27.4
	"Corpus Uteri"	"27020"	"Montana"	"30"	196	531486	25.8
	"Corpus Uteri"	"27020"	"Nebraska"	"31"	337	967601	28.1
	"Corpus Uteri"	"27020"	"New Hampshire"	"33"	308	686814	29.4
	"Corpus Uteri"	"27020"	"New Jersey"	"34"	1890	4545698	30.4
	"Corpus Uteri"	"27020"	"New Mexico"	"35"	348	1060654	25.1
	"Corpus Uteri"	"27020"	"New York"	"36"	4061	10012065	30.0
	"Corpus Uteri"	"27020"	"North Carolina"	"37"	1817	5393755	25.0
	"Corpus Uteri"	"27020"	"North Dakota"	"38"	121	372678	26.2
	"Corpus Uteri"	"27020"	"Ohio"	"39"	2458	5962634	30.4
	"Corpus Uteri"	"27020"	"Oklahoma"	"40"	597	1999160	23.9
	"Corpus Uteri"	"27020"	"Oregon"	"41"	842	2126006	29.2
	"Corpus Uteri"	"27020"	"Pennsylvania"	"42"	2977	6526489	31.9
	"Corpus Uteri"	"27020"	"Rhode Island"	"44"	202	543197	27.0
	"Corpus Uteri"	"27020"	"South Carolina"	"45"	820	2659704	22.2
	"Corpus Uteri"	"27020"	"South Dakota"	"46"	152	439553	27.4
	"Corpus Uteri"	"27020"	"Tennessee"	"47"	1149	3498429	25.1
	"Corpus Uteri"	"27020"	"Texas"	"48"	3823	14591903	23.5
	"Corpus Uteri"	"27020"	"Utah"	"49"	383	1589845	24.7
	"Corpus Uteri"	"27020"	"Vermont"	"50"	128	315738	26.0
	"Corpus Uteri"	"27020"	"Virginia"	"51"	1400	4345858	24.7
	"Corpus Uteri"	"27020"	"Washington"	"53"	1282	3802546	26.1
	"Corpus Uteri"	"27020"	"West Virginia"	"54"	468	906103	37.7
	"Corpus Uteri"	"27020"	"Wisconsin"	"55"	1161	2925732	28.7
	"Corpus Uteri"	"27020"	"Wyoming"	"56"	78	284406	20.3
	"Uterus, NOS"	"27030"	"Alabama"	"01"	32	2536133	0.9
	"Uterus, NOS"	"27030"	"Arizona"	"04"	37	3669041	0.8
	"Uterus, NOS"	"27030"	"Arkansas"	"05"	17	1538076	0.8
	"Uterus, NOS"	"27030"	"California"	"06"	305	19829085	1.3
	"Uterus, NOS"	"27030"	"Colorado"	"08"	29	2857610	0.9
	"Uterus, NOS"	"27030"	"Connecticut"	"09"	20	1826990	0.9
	"Uterus, NOS"	"27030"	"Florida"	"12"	173	10987074	1.1
	"Uterus, NOS"	"27030"	"Georgia"	"13"	62	5462335	0.9
	"Uterus, NOS"	"27030"	"Illinois"	"17"	101	6443120	1.2
	"Uterus, NOS"	"27030"	"Iowa"	"19"	21	1586636	1.0
	"Uterus, NOS"	"27030"	"Kansas"	"20"	30	1462080	1.7
	"Uterus, NOS"	"27030"	"Kentucky"	"21"	24	2269036	0.9
	"Uterus, NOS"	"27030"	"Louisiana"	"22"	24	2385969	0.8
	"Uterus, NOS"	"27030"	"Maryland"	"24"	49	3122480	1.2
	"Uterus, NOS"	"27030"	"Massachusetts"	"25"	57	3548380	1.2
	"Uterus, NOS"	"27030"	"Michigan"	"26"	70	5066743	1.0
	"Uterus, NOS"	"27030"	"Minnesota"	"27"	22	2830663	0.7
	"Uterus, NOS"	"27030"	"Mississippi"	"28"	26	1534587	1.4
	"Uterus, NOS"	"27030"	"Missouri"	"29"	39	3127846	0.9
	"Uterus, NOS"	"27030"	"New Jersey"	"34"	101	4545698	1.7
	"Uterus, NOS"	"27030"	"New York"	"36"	143	10012065	1.1
	"Uterus, NOS"	"27030"	"North Carolina"	"37"	56	5393755	0.8
	"Uterus, NOS"	"27030"	"Ohio"	"39"	87	5962634	1.2
	"Uterus, NOS"	"27030"	"Oklahoma"	"40"	21	1999160	0.8
	"Uterus, NOS"	"27030"	"Oregon"	"41"	27	2126006	0.9
	"Uterus, NOS"	"27030"	"Pennsylvania"	"42"	50	6526489	0.5
	"Uterus, NOS"	"27030"	"South Carolina"	"45"	26	2659704	0.8
	"Uterus, NOS"	"27030"	"Tennessee"	"47"	38	3498429	0.8
	"Uterus, NOS"	"27030"	"Texas"	"48"	207	14591903	1.3
	"Uterus, NOS"	"27030"	"Virginia"	"51"	43	4345858	0.7
	"Uterus, NOS"	"27030"	"Washington"	"53"	25	3802546	0.5
	"Uterus, NOS"	"27030"	"Wisconsin"	"55"	46	2925732	1.2
	"Ovary"	"27040"	"Alabama"	"01"	340	2536133	10.2
	"Ovary"	"27040"	"Alaska"	"02"	31	350790	8.6
	"Ovary"	"27040"	"Arizona"	"04"	428	3669041	9.2
	"Ovary"	"27040"	"Arkansas"	"05"	154	1538076	8.2
	"Ovary"	"27040"	"California"	"06"	2385	19829085	10.4
	"Ovary"	"27040"	"Colorado"	"08"	317	2857610	9.3
	"Ovary"	"27040"	"Connecticut"	"09"	215	1826990	8.9
	"Ovary"	"27040"	"Delaware"	"10"	70	504571	9.7
	"Ovary"	"27040"	"District of Columbia"	"11"	39	372393	10.4
	"Ovary"	"27040"	"Florida"	"12"	1559	10987074	10.0
	"Ovary"	"27040"	"Georgia"	"13"	583	5462335	9.1
	"Ovary"	"27040"	"Hawaii"	"15"	77	706419	8.8
	"Ovary"	"27040"	"Idaho"	"16"	108	891995	9.5
	"Ovary"	"27040"	"Illinois"	"17"	804	6443120	10.0
	"Ovary"	"27040"	"Indiana"	"18"	350	3411571	8.4
	"Ovary"	"27040"	"Iowa"	"19"	211	1586636	10.0
	"Ovary"	"27040"	"Kansas"	"20"	148	1462080	8.3
	"Ovary"	"27040"	"Kentucky"	"21"	230	2269036	7.9
	"Ovary"	"27040"	"Louisiana"	"22"	270	2385969	9.3
	"Ovary"	"27040"	"Maine"	"23"	90	686674	9.4
	"Ovary"	"27040"	"Maryland"	"24"	388	3122480	9.9
	"Ovary"	"27040"	"Massachusetts"	"25"	428	3548380	9.3
	"Ovary"	"27040"	"Michigan"	"26"	573	5066743	8.8
	"Ovary"	"27040"	"Minnesota"	"27"	312	2830663	8.9
	"Ovary"	"27040"	"Mississippi"	"28"	151	1534587	7.7
	"Ovary"	"27040"	"Missouri"	"29"	343	3127846	8.8
	"Ovary"	"27040"	"Montana"	"30"	61	531486	8.6
	"Ovary"	"27040"	"Nebraska"	"31"	107	967601	9.1
	"Ovary"	"27040"	"New Hampshire"	"33"	91	686814	9.3
	"Ovary"	"27040"	"New Jersey"	"34"	606	4545698	10.6
	"Ovary"	"27040"	"New Mexico"	"35"	117	1060654	9.1
	"Ovary"	"27040"	"New York"	"36"	1399	10012065	11.3
	"Ovary"	"27040"	"North Carolina"	"37"	563	5393755	8.6
	"Ovary"	"27040"	"North Dakota"	"38"	39	372678	9.1
	"Ovary"	"27040"	"Ohio"	"39"	716	5962634	9.3
	"Ovary"	"27040"	"Oklahoma"	"40"	247	1999160	10.5
	"Ovary"	"27040"	"Oregon"	"41"	251	2126006	9.3
	"Ovary"	"27040"	"Pennsylvania"	"42"	940	6526489	10.7
	"Ovary"	"27040"	"Rhode Island"	"44"	61	543197	8.5
	"Ovary"	"27040"	"South Carolina"	"45"	260	2659704	7.7
	"Ovary"	"27040"	"South Dakota"	"46"	51	439553	9.8
	"Ovary"	"27040"	"Tennessee"	"47"	394	3498429	9.1
	"Ovary"	"27040"	"Texas"	"48"	1498	14591903	9.6
	"Ovary"	"27040"	"Utah"	"49"	150	1589845	9.9
	"Ovary"	"27040"	"Vermont"	"50"	35	315738	8.7
	"Ovary"	"27040"	"Virginia"	"51"	448	4345858	8.4
	"Ovary"	"27040"	"Washington"	"53"	411	3802546	9.0
	"Ovary"	"27040"	"West Virginia"	"54"	136	906103	11.0
	"Ovary"	"27040"	"Wisconsin"	"55"	354	2925732	9.5
	"Ovary"	"27040"	"Wyoming"	"56"	32	284406	8.9
	"Vagina"	"27050"	"Alabama"	"01"	23	2536133	0.8
	"Vagina"	"27050"	"Arizona"	"04"	28	3669041	0.6
	"Vagina"	"27050"	"Arkansas"	"05"	20	1538076	1.0
	"Vagina"	"27050"	"California"	"06"	136	19829085	0.6
	"Vagina"	"27050"	"Colorado"	"08"	16	2857610	0.4
	"Vagina"	"27050"	"Connecticut"	"09"	21	1826990	0.8
	"Vagina"	"27050"	"Florida"	"12"	105	10987074	0.6
	"Vagina"	"27050"	"Georgia"	"13"	57	5462335	0.9
	"Vagina"	"27050"	"Illinois"	"17"	58	6443120	0.7
	"Vagina"	"27050"	"Indiana"	"18"	19	3411571	0.5
	"Vagina"	"27050"	"Iowa"	"19"	16	1586636	0.7
