"Notes"	"Cancer Sites"	"Cancer Sites Code"	"States"	"States Code"	Count	Population	Age-Adjusted Rate
	"Male and Female Breast"	"26000"	"Virginia"	"51"	6463	8471011	65.7
	"Male and Female Breast"	"26000"	"Washington"	"53"	5996	7427951	70.2
	"Male and Female Breast"	"26000"	"West Virginia"	"54"	1512	1818683	61.8
	"Male and Female Breast"	"26000"	"Wisconsin"	"55"	5001	5793147	71.0
	"Male and Female Breast"	"26000"	"Wyoming"	"56"	373	579994	55.7
	"Female Breast"	"26000-Female"	"Alabama"	"01"	3722	2517486	118.0
	"Female Breast"	"26000-Female"	"Alaska"	"02"	403	353997	112.6
	"Female Breast"	"26000-Female"	"Arizona"	"04"	4967	3545316	113.8
	"Female Breast"	"26000-Female"	"Arkansas"	"05"	2191	1527948	116.2
	"Female Breast"	"26000-Female"	"California"	"06"	27748	19783962	123.0
	"Female Breast"	"26000-Female"	"Colorado"	"08"	4231	2789649	133.2
	"Female Breast"	"26000-Female"	"Connecticut"	"09"	3268	1831503	138.3
	"Female Breast"	"26000-Female"	"Delaware"	"10"	780	494606	121.3
	"Female Breast"	"26000-Female"	"District of Columbia"	"11"	531	366336	148.9
	"Female Breast"	"26000-Female"	"Florida"	"12"	17617	10720663	120.2
	"Female Breast"	"26000-Female"	"Georgia"	"13"	7805	5349075	127.8
	"Female Breast"	"26000-Female"	"Hawaii"	"15"	1289	710227	144.4
	"Female Breast"	"26000-Female"	"Idaho"	"16"	1339	858030	137.2
	"Female Breast"	"26000-Female"	"Illinois"	"17"	10393	6501339	132.9
	"Female Breast"	"26000-Female"	"Indiana"	"18"	5167	3378096	125.0
	"Female Breast"	"26000-Female"	"Iowa"	"19"	2706	1579862	138.9
	"Female Breast"	"26000-Female"	"Kansas"	"20"	2321	1460476	135.2
	"Female Breast"	"26000-Female"	"Kentucky"	"21"	3585	2260311	126.8
	"Female Breast"	"26000-Female"	"Louisiana"	"22"	3635	2390634	128.7
	"Female Breast"	"26000-Female"	"Maine"	"23"	1263	681559	128.9
	"Female Breast"	"26000-Female"	"Maryland"	"24"	5090	3106751	134.5
	"Female Breast"	"26000-Female"	"Massachusetts"	"25"	6052	3532606	137.4
	"Female Breast"	"26000-Female"	"Michigan"	"26"	7653	5064544	120.0
	"Female Breast"	"26000-Female"	"Minnesota"	"27"	4721	2796520	140.7
	"Female Breast"	"26000-Female"	"Mississippi"	"28"	2240	1539672	120.8
	"Female Breast"	"26000-Female"	"Missouri"	"29"	5176	3111381	133.3
	"Female Breast"	"26000-Female"	"Montana"	"30"	950	523400	140.0
	"Female Breast"	"26000-Female"	"Nebraska"	"31"	1454	960422	130.4
	"Female Breast"	"26000-Female"	"Nevada"	"32"	2147	1480860	121.4
	"Female Breast"	"26000-Female"	"New Hampshire"	"33"	1235	681670	137.1
	"Female Breast"	"26000-Female"	"New Jersey"	"34"	7953	4547537	139.5
	"Female Breast"	"26000-Female"	"New Mexico"	"35"	1503	1056754	115.1
	"Female Breast"	"26000-Female"	"New York"	"36"	16784	10080806	135.6
	"Female Breast"	"26000-Female"	"North Carolina"	"37"	8941	5274812	136.5
	"Female Breast"	"26000-Female"	"North Dakota"	"38"	549	369032	131.1
	"Female Breast"	"26000-Female"	"Ohio"	"39"	9902	5949075	131.0
	"Female Breast"	"26000-Female"	"Oklahoma"	"40"	2968	1984912	124.8
	"Female Breast"	"26000-Female"	"Oregon"	"41"	3340	2091485	125.8
	"Female Breast"	"26000-Female"	"Pennsylvania"	"42"	11316	6528507	132.5
	"Female Breast"	"26000-Female"	"Rhode Island"	"44"	984	542884	140.7
	"Female Breast"	"26000-Female"	"South Carolina"	"45"	4356	2588374	131.7
	"Female Breast"	"26000-Female"	"South Dakota"	"46"	652	432891	126.7
	"Female Breast"	"26000-Female"	"Tennessee"	"47"	5296	3438006	123.1
	"Female Breast"	"26000-Female"	"Texas"	"48"	17347	14238026	115.4
	"Female Breast"	"26000-Female"	"Utah"	"49"	1591	1540562	113.1
	"Female Breast"	"26000-Female"	"Vermont"	"50"	547	316438	127.1
	"Female Breast"	"26000-Female"	"Virginia"	"51"	6399	4302531	122.6
	"Female Breast"	"26000-Female"	"Washington"	"53"	5958	3712553	134.3
	"Female Breast"	"26000-Female"	"West Virginia"	"54"	1500	918498	117.6
	"Female Breast"	"26000-Female"	"Wisconsin"	"55"	4950	2911984	135.8
	"Female Breast"	"26000-Female"	"Wyoming"	"56"	369	284115	109.0
	"Male Breast"	"26000-Male"	"Alabama"	"01"	34	2360503	1.3
	"Male Breast"	"26000-Male"	"Arizona"	"04"	62	3502772	1.5
	"Male Breast"	"26000-Male"	"Arkansas"	"05"	27	1475907	1.6
	"Male Breast"	"26000-Male"	"California"	"06"	176	19553823	0.9
	"Male Breast"	"26000-Male"	"Colorado"	"08"	30	2827772	1.1
	"Male Breast"	"26000-Male"	"Connecticut"	"09"	35	1743821	1.7
	"Male Breast"	"26000-Male"	"Florida"	"12"	162	10256426	1.2
	"Male Breast"	"26000-Male"	"Georgia"	"13"	72	5067956	1.5
	"Male Breast"	"26000-Male"	"Illinois"	"17"	104	6278554	1.5
	"Male Breast"	"26000-Male"	"Indiana"	"18"	36	3283972	1.0
	"Male Breast"	"26000-Male"	"Iowa"	"19"	23	1563872	1.3
	"Male Breast"	"26000-Male"	"Kentucky"	"21"	22	2195279	0.9
	"Male Breast"	"26000-Male"	"Louisiana"	"22"	27	2283039	1.0
	"Male Breast"	"26000-Male"	"Maine"	"23"	16	654184	1.7
	"Male Breast"	"26000-Male"	"Maryland"	"24"	51	2921435	1.6
	"Male Breast"	"26000-Male"	"Massachusetts"	"25"	65	3330954	1.7
	"Male Breast"	"26000-Male"	"Michigan"	"26"	75	4912208	1.2
	"Male Breast"	"26000-Male"	"Minnesota"	"27"	24	2772763	0.8
	"Male Breast"	"26000-Male"	"Mississippi"	"28"	21	1451002	1.4
	"Male Breast"	"26000-Male"	"Missouri"	"29"	41	3000001	1.2
	"Male Breast"	"26000-Male"	"Nevada"	"32"	24	1491237	1.3
	"Male Breast"	"26000-Male"	"New Jersey"	"34"	72	4340610	1.5
	"Male Breast"	"26000-Male"	"New Mexico"	"35"	24	1036090	1.9
	"Male Breast"	"26000-Male"	"New York"	"36"	159	9513043	1.5
	"Male Breast"	"26000-Male"	"North Carolina"	"37"	65	5000946	1.2
	"Male Breast"	"26000-Male"	"Ohio"	"39"	77	5716631	1.2
	"Male Breast"	"26000-Male"	"Oklahoma"	"40"	26	1948690	1.2
	"Male Breast"	"26000-Male"	"Oregon"	"41"	34	2055809	1.4
	"Male Breast"	"26000-Male"	"Pennsylvania"	"42"	106	6266172	1.3
	"Male Breast"	"26000-Male"	"South Carolina"	"45"	35	2438728	1.2
	"Male Breast"	"26000-Male"	"Tennessee"	"47"	54	3276742	1.4
	"Male Breast"	"26000-Male"	"Texas"	"48"	184	14052998	1.4
	"Male Breast"	"26000-Male"	"Utah"	"49"	18	1562978	1.5
	"Male Breast"	"26000-Male"	"Virginia"	"51"	64	4168480	1.4
	"Male Breast"	"26000-Male"	"Washington"	"53"	38	3715398	0.9
	"Male Breast"	"26000-Male"	"Wisconsin"	"55"	51	2881163	1.5
	"Female Genital System"	"27010-27070"	"Alabama"	"01"	1425	2517486	46.8
	"Female Genital System"	"27010-27070"	"Alaska"	"02"	188	353997	48.4
	"Female Genital System"	"27010-27070"	"Arizona"	"04"	1902	3545316	44.3
	"Female Genital System"	"27010-27070"	"Arkansas"	"05"	957	1527948	50.8
	"Female Genital System"	"27010-27070"	"California"	"06"	11349	19783962	49.5
	"Female Genital System"	"27010-27070"	"Colorado"	"08"	1472	2789649	45.2
	"Female Genital System"	"27010-27070"	"Connecticut"	"09"	1304	1831503	53.5
	"Female Genital System"	"27010-27070"	"Delaware"	"10"	373	494606	55.6
	"Female Genital System"	"27010-27070"	"District of Columbia"	"11"	204	366336	56.0
	"Female Genital System"	"27010-27070"	"Florida"	"12"	7336	10720663	50.0
	"Female Genital System"	"27010-27070"	"Georgia"	"13"	3043	5349075	49.2
	"Female Genital System"	"27010-27070"	"Hawaii"	"15"	506	710227	58.2
	"Female Genital System"	"27010-27070"	"Idaho"	"16"	465	858030	46.4
	"Female Genital System"	"27010-27070"	"Illinois"	"17"	4322	6501339	54.3
	"Female Genital System"	"27010-27070"	"Indiana"	"18"	2206	3378096	53.6
	"Female Genital System"	"27010-27070"	"Iowa"	"19"	1085	1579862	54.5
	"Female Genital System"	"27010-27070"	"Kansas"	"20"	864	1460476	50.0
	"Female Genital System"	"27010-27070"	"Kentucky"	"21"	1524	2260311	55.7
	"Female Genital System"	"27010-27070"	"Louisiana"	"22"	1290	2390634	46.2
	"Female Genital System"	"27010-27070"	"Maine"	"23"	614	681559	59.9
	"Female Genital System"	"27010-27070"	"Maryland"	"24"	2048	3106751	52.1
	"Female Genital System"	"27010-27070"	"Massachusetts"	"25"	2275	3532606	48.9
	"Female Genital System"	"27010-27070"	"Michigan"	"26"	3379	5064544	51.6
	"Female Genital System"	"27010-27070"	"Minnesota"	"27"	1878	2796520	54.2
	"Female Genital System"	"27010-27070"	"Mississippi"	"28"	850	1539672	46.7
	"Female Genital System"	"27010-27070"	"Missouri"	"29"	2000	3111381	50.8
	"Female Genital System"	"27010-27070"	"Montana"	"30"	351	523400	52.6
	"Female Genital System"	"27010-27070"	"Nebraska"	"31"	571	960422	51.3
	"Female Genital System"	"27010-27070"	"Nevada"	"32"	818	1480860	46.8
	"Female Genital System"	"27010-27070"	"New Hampshire"	"33"	489	681670	50.3
	"Female Genital System"	"27010-27070"	"New Jersey"	"34"	3408	4547537	57.6
	"Female Genital System"	"27010-27070"	"New Mexico"	"35"	634	1056754	48.2
	"Female Genital System"	"27010-27070"	"New York"	"36"	7297	10080806	56.9
	"Female Genital System"	"27010-27070"	"North Carolina"	"37"	3209	5274812	48.7
	"Female Genital System"	"27010-27070"	"North Dakota"	"38"	216	369032	52.3
	"Female Genital System"	"27010-27070"	"Ohio"	"39"	4279	5949075	56.2
	"Female Genital System"	"27010-27070"	"Oklahoma"	"40"	1074	1984912	46.8
	"Female Genital System"	"27010-27070"	"Oregon"	"41"	1420	2091485	53.1
	"Female Genital System"	"27010-27070"	"Pennsylvania"	"42"	5029	6528507	57.3
	"Female Genital System"	"27010-27070"	"Rhode Island"	"44"	384	542884	53.9
	"Female Genital System"	"27010-27070"	"South Carolina"	"45"	1428	2588374	43.5
	"Female Genital System"	"27010-27070"	"South Dakota"	"46"	293	432891	56.3
	"Female Genital System"	"27010-27070"	"Tennessee"	"47"	2161	3438006	50.2
	"Female Genital System"	"27010-27070"	"Texas"	"48"	7129	14238026	47.4
	"Female Genital System"	"27010-27070"	"Utah"	"49"	686	1540562	47.6
	"Female Genital System"	"27010-27070"	"Vermont"	"50"	244	316438	52.0
	"Female Genital System"	"27010-27070"	"Virginia"	"51"	2317	4302531	43.5
	"Female Genital System"	"27010-27070"	"Washington"	"53"	2196	3712553	49.2
	"Female Genital System"	"27010-27070"	"West Virginia"	"54"	763	918498	61.1
	"Female Genital System"	"27010-27070"	"Wisconsin"	"55"	2004	2911984	53.3
	"Female Genital System"	"27010-27070"	"Wyoming"	"56"	168	284115	47.5
	"Cervix Uteri"	"27010"	"Alabama"	"01"	242	2517486	9.7
	"Cervix Uteri"	"27010"	"Alaska"	"02"	30	353997	8.8
	"Cervix Uteri"	"27010"	"Arizona"	"04"	233	3545316	6.4
	"Cervix Uteri"	"27010"	"Arkansas"	"05"	129	1527948	8.1
	"Cervix Uteri"	"27010"	"California"	"06"	1508	19783962	7.4
	"Cervix Uteri"	"27010"	"Colorado"	"08"	183	2789649	6.4
	"Cervix Uteri"	"27010"	"Connecticut"	"09"	90	1831503	4.6
	"Cervix Uteri"	"27010"	"Delaware"	"10"	37	494606	6.6
	"Cervix Uteri"	"27010"	"District of Columbia"	"11"	27	366336	7.9
	"Cervix Uteri"	"27010"	"Florida"	"12"	1081	10720663	9.1
	"Cervix Uteri"	"27010"	"Georgia"	"13"	453	5349075	8.3
	"Cervix Uteri"	"27010"	"Hawaii"	"15"	48	710227	6.5
	"Cervix Uteri"	"27010"	"Idaho"	"16"	60	858030	7.4
	"Cervix Uteri"	"27010"	"Illinois"	"17"	525	6501339	7.5
	"Cervix Uteri"	"27010"	"Indiana"	"18"	284	3378096	8.2
	"Cervix Uteri"	"27010"	"Iowa"	"19"	125	1579862	8.1
	"Cervix Uteri"	"27010"	"Kansas"	"20"	100	1460476	7.2
	"Cervix Uteri"	"27010"	"Kentucky"	"21"	249	2260311	11.0
	"Cervix Uteri"	"27010"	"Louisiana"	"22"	231	2390634	9.6
	"Cervix Uteri"	"27010"	"Maine"	"23"	48	681559	6.5
	"Cervix Uteri"	"27010"	"Maryland"	"24"	229	3106751	6.9
	"Cervix Uteri"	"27010"	"Massachusetts"	"25"	192	3532606	5.0
	"Cervix Uteri"	"27010"	"Michigan"	"26"	337	5064544	6.6
	"Cervix Uteri"	"27010"	"Minnesota"	"27"	168	2796520	5.9
	"Cervix Uteri"	"27010"	"Mississippi"	"28"	146	1539672	9.5
	"Cervix Uteri"	"27010"	"Missouri"	"29"	250	3111381	7.8
	"Cervix Uteri"	"27010"	"Montana"	"30"	33	523400	6.2
	"Cervix Uteri"	"27010"	"Nebraska"	"31"	85	960422	9.5
	"Cervix Uteri"	"27010"	"Nevada"	"32"	143	1480860	9.5
	"Cervix Uteri"	"27010"	"New Hampshire"	"33"	38	681670	4.8
	"Cervix Uteri"	"27010"	"New Jersey"	"34"	385	4547537	7.7
	"Cervix Uteri"	"27010"	"New Mexico"	"35"	73	1056754	6.9
	"Cervix Uteri"	"27010"	"New York"	"36"	901	10080806	8.2
	"Cervix Uteri"	"27010"	"North Carolina"	"37"	367	5274812	6.5
	"Cervix Uteri"	"27010"	"North Dakota"	"38"	29	369032	8.1
	"Cervix Uteri"	"27010"	"Ohio"	"39"	494	5949075	8.1
	"Cervix Uteri"	"27010"	"Oklahoma"	"40"	173	1984912	8.9
	"Cervix Uteri"	"27010"	"Oregon"	"41"	146	2091485	6.8
	"Cervix Uteri"	"27010"	"Pennsylvania"	"42"	514	6528507	7.5
	"Cervix Uteri"	"27010"	"Rhode Island"	"44"	33	542884	6.4
	"Cervix Uteri"	"27010"	"South Carolina"	"45"	200	2588374	7.7
	"Cervix Uteri"	"27010"	"South Dakota"	"46"	34	432891	8.1
	"Cervix Uteri"	"27010"	"Tennessee"	"47"	282	3438006	7.6
	"Cervix Uteri"	"27010"	"Texas"	"48"	1286	14238026	9.2
	"Cervix Uteri"	"27010"	"Utah"	"49"	88	1540562	6.1
	"Cervix Uteri"	"27010"	"Virginia"	"51"	246	4302531	5.5
	"Cervix Uteri"	"27010"	"Washington"	"53"	257	3712553	6.7
	"Cervix Uteri"	"27010"	"West Virginia"	"54"	110	918498	11.6
	"Cervix Uteri"	"27010"	"Wisconsin"	"55"	176	2911984	6.0
	"Cervix Uteri"	"27010"	"Wyoming"	"56"	26	284115	9.4
	"Corpus Uteri"	"27020"	"Alabama"	"01"	625	2517486	19.2
	"Corpus Uteri"	"27020"	"Alaska"	"02"	98	353997	24.6
	"Corpus Uteri"	"27020"	"Arizona"	"04"	1010	3545316	22.8
	"Corpus Uteri"	"27020"	"Arkansas"	"05"	485	1527948	24.5
	"Corpus Uteri"	"27020"	"California"	"06"	6126	19783962	26.0
	"Corpus Uteri"	"27020"	"Colorado"	"08"	809	2789649	23.8
	"Corpus Uteri"	"27020"	"Connecticut"	"09"	779	1831503	31.3
	"Corpus Uteri"	"27020"	"Delaware"	"10"	208	494606	30.0
	"Corpus Uteri"	"27020"	"District of Columbia"	"11"	111	366336	29.7
	"Corpus Uteri"	"27020"	"Florida"	"12"	3790	10720663	24.5
	"Corpus Uteri"	"27020"	"Georgia"	"13"	1607	5349075	24.8
	"Corpus Uteri"	"27020"	"Hawaii"	"15"	324	710227	36.7
	"Corpus Uteri"	"27020"	"Idaho"	"16"	250	858030	23.6
	"Corpus Uteri"	"27020"	"Illinois"	"17"	2437	6501339	29.6
	"Corpus Uteri"	"27020"	"Indiana"	"18"	1244	3378096	29.1
	"Corpus Uteri"	"27020"	"Iowa"	"19"	589	1579862	28.0
	"Corpus Uteri"	"27020"	"Kansas"	"20"	472	1460476	26.1
	"Corpus Uteri"	"27020"	"Kentucky"	"21"	750	2260311	26.0
	"Corpus Uteri"	"27020"	"Louisiana"	"22"	624	2390634	21.0
	"Corpus Uteri"	"27020"	"Maine"	"23"	367	681559	34.1
	"Corpus Uteri"	"27020"	"Maryland"	"24"	1129	3106751	27.6
	"Corpus Uteri"	"27020"	"Massachusetts"	"25"	1350	3532606	28.2
	"Corpus Uteri"	"27020"	"Michigan"	"26"	1956	5064544	28.6
	"Corpus Uteri"	"27020"	"Minnesota"	"27"	1085	2796520	30.2
	"Corpus Uteri"	"27020"	"Mississippi"	"28"	406	1539672	20.9
	"Corpus Uteri"	"27020"	"Missouri"	"29"	1119	3111381	27.2
	"Corpus Uteri"	"27020"	"Montana"	"30"	217	523400	30.7
	"Corpus Uteri"	"27020"	"Nebraska"	"31"	317	960422	26.8
	"Corpus Uteri"	"27020"	"Nevada"	"32"	405	1480860	22.1
	"Corpus Uteri"	"27020"	"New Hampshire"	"33"	290	681670	29.3
	"Corpus Uteri"	"27020"	"New Jersey"	"34"	1916	4547537	31.0
	"Corpus Uteri"	"27020"	"New Mexico"	"35"	320	1056754	23.2
	"Corpus Uteri"	"27020"	"New York"	"36"	4079	10080806	30.8
	"Corpus Uteri"	"27020"	"North Carolina"	"37"	1739	5274812	25.2
	"Corpus Uteri"	"27020"	"North Dakota"	"38"	123	369032	28.8
	"Corpus Uteri"	"27020"	"Ohio"	"39"	2473	5949075	31.1
	"Corpus Uteri"	"27020"	"Oklahoma"	"40"	520	1984912	22.0
	"Corpus Uteri"	"27020"	"Oregon"	"41"	825	2091485	29.7
	"Corpus Uteri"	"27020"	"Pennsylvania"	"42"	2901	6528507	31.6
	"Corpus Uteri"	"27020"	"Rhode Island"	"44"	225	542884	30.1
	"Corpus Uteri"	"27020"	"South Carolina"	"45"	771	2588374	21.8
	"Corpus Uteri"	"27020"	"South Dakota"	"46"	152	432891	28.9
	"Corpus Uteri"	"27020"	"Tennessee"	"47"	1101	3438006	24.6
	"Corpus Uteri"	"27020"	"Texas"	"48"	3474	14238026	22.4
	"Corpus Uteri"	"27020"	"Utah"	"49"	370	1540562	25.5
	"Corpus Uteri"	"27020"	"Vermont"	"50"	163	316438	34.0
	"Corpus Uteri"	"27020"	"Virginia"	"51"	1326	4302531	23.9
	"Corpus Uteri"	"27020"	"Washington"	"53"	1175	3712553	25.4
	"Corpus Uteri"	"27020"	"West Virginia"	"54"	424	918498	31.7
	"Corpus Uteri"	"27020"	"Wisconsin"	"55"	1210	2911984	30.9
	"Corpus Uteri"	"27020"	"Wyoming"	"56"	85	284115	22.1
	"Uterus, NOS"	"27030"	"Alabama"	"01"	45	2517486	1.4
	"Uterus, NOS"	"27030"	"Arizona"	"04"	38	3545316	0.9
	"Uterus, NOS"	"27030"	"Arkansas"	"05"	17	1527948	0.9
	"Uterus, NOS"	"27030"	"California"	"06"	220	19783962	1.0
	"Uterus, NOS"	"27030"	"Connecticut"	"09"	27	1831503	1.0
	"Uterus, NOS"	"27030"	"Florida"	"12"	140	10720663	0.9
	"Uterus, NOS"	"27030"	"Georgia"	"13"	42	5349075	0.7
	"Uterus, NOS"	"27030"	"Illinois"	"17"	105	6501339	1.3
	"Uterus, NOS"	"27030"	"Kentucky"	"21"	23	2260311	0.8
	"Uterus, NOS"	"27030"	"Louisiana"	"22"	27	2390634	0.9
	"Uterus, NOS"	"27030"	"Maryland"	"24"	33	3106751	0.8
	"Uterus, NOS"	"27030"	"Massachusetts"	"25"	34	3532606	0.7
	"Uterus, NOS"	"27030"	"Michigan"	"26"	63	5064544	0.9
	"Uterus, NOS"	"27030"	"Minnesota"	"27"	21	2796520	0.6
	"Uterus, NOS"	"27030"	"Mississippi"	"28"	19	1539672	0.9
	"Uterus, NOS"	"27030"	"Missouri"	"29"	43	3111381	1.0
	"Uterus, NOS"	"27030"	"Nevada"	"32"	17	1480860	0.9
	"Uterus, NOS"	"27030"	"New Jersey"	"34"	76	4547537	1.2
	"Uterus, NOS"	"27030"	"New York"	"36"	125	10080806	0.9
	"Uterus, NOS"	"27030"	"North Carolina"	"37"	63	5274812	0.9
	"Uterus, NOS"	"27030"	"Ohio"	"39"	99	5949075	1.3
	"Uterus, NOS"	"27030"	"Oklahoma"	"40"	18	1984912	0.8
	"Uterus, NOS"	"27030"	"Oregon"	"41"	21	2091485	0.8
	"Uterus, NOS"	"27030"	"Pennsylvania"	"42"	48	6528507	0.5
	"Uterus, NOS"	"27030"	"South Carolina"	"45"	22	2588374	0.7
	"Uterus, NOS"	"27030"	"Tennessee"	"47"	43	3438006	1.1
	"Uterus, NOS"	"27030"	"Texas"	"48"	221	14238026	1.5
	"Uterus, NOS"	"27030"	"Virginia"	"51"	45	4302531	0.8
	"Uterus, NOS"	"27030"	"Washington"	"53"	19	3712553	0.4
	"Uterus, NOS"	"27030"	"West Virginia"	"54"	16	918498	1.4
	"Uterus, NOS"	"27030"	"Wisconsin"	"55"	42	2911984	1.2
	"Ovary"	"27040"	"Alabama"	"01"	347	2517486	11.1
	"Ovary"	"27040"	"Alaska"	"02"	33	353997	8.1
	"Ovary"	"27040"	"Arizona"	"04"	445	3545316	10.2
	"Ovary"	"27040"	"Arkansas"	"05"	216	1527948	11.7
	"Ovary"	"27040"	"California"	"06"	2425	19783962	10.7
	"Ovary"	"27040"	"Colorado"	"08"	303	2789649	9.8
	"Ovary"	"27040"	"Connecticut"	"09"	243	1831503	10.1
	"Ovary"	"27040"	"Delaware"	"10"	70	494606	10.3
	"Ovary"	"27040"	"District of Columbia"	"11"	41	366336	11.1
	"Ovary"	"27040"	"Florida"	"12"	1651	10720663	11.2
	"Ovary"	"27040"	"Georgia"	"13"	616	5349075	10.2
	"Ovary"	"27040"	"Hawaii"	"15"	81	710227	9.5
	"Ovary"	"27040"	"Idaho"	"16"	102	858030	10.3
	"Ovary"	"27040"	"Illinois"	"17"	830	6501339	10.7
	"Ovary"	"27040"	"Indiana"	"18"	418	3378096	10.2
	"Ovary"	"27040"	"Iowa"	"19"	209	1579862	10.4
	"Ovary"	"27040"	"Kansas"	"20"	192	1460476	11.1
	"Ovary"	"27040"	"Kentucky"	"21"	248	2260311	9.1
	"Ovary"	"27040"	"Louisiana"	"22"	258	2390634	9.3
	"Ovary"	"27040"	"Maine"	"23"	91	681559	9.4
	"Ovary"	"27040"	"Maryland"	"24"	434	3106751	10.9
	"Ovary"	"27040"	"Massachusetts"	"25"	443	3532606	9.7
	"Ovary"	"27040"	"Michigan"	"26"	628	5064544	9.6
	"Ovary"	"27040"	"Minnesota"	"27"	337	2796520	10.0
	"Ovary"	"27040"	"Mississippi"	"28"	185	1539672	9.9
	"Ovary"	"27040"	"Missouri"	"29"	366	3111381	9.4
	"Ovary"	"27040"	"Montana"	"30"	65	523400	10.4
	"Ovary"	"27040"	"Nebraska"	"31"	104	960422	9.7
	"Ovary"	"27040"	"Nevada"	"32"	185	1480860	10.4
	"Ovary"	"27040"	"New Hampshire"	"33"	93	681670	9.2
	"Ovary"	"27040"	"New Jersey"	"34"	667	4547537	11.5
	"Ovary"	"27040"	"New Mexico"	"35"	149	1056754	11.4
	"Ovary"	"27040"	"New York"	"36"	1478	10080806	11.6
	"Ovary"	"27040"	"North Carolina"	"37"	639	5274812	9.9
	"Ovary"	"27040"	"North Dakota"	"38"	36	369032	8.3
	"Ovary"	"27040"	"Ohio"	"39"	780	5949075	10.2
	"Ovary"	"27040"	"Oklahoma"	"40"	269	1984912	11.3
	"Ovary"	"27040"	"Oregon"	"41"	293	2091485	11.0
	"Ovary"	"27040"	"Pennsylvania"	"42"	1003	6528507	11.6
	"Ovary"	"27040"	"Rhode Island"	"44"	65	542884	9.5
	"Ovary"	"27040"	"South Carolina"	"45"	267	2588374	8.2
	"Ovary"	"27040"	"South Dakota"	"46"	64	432891	11.3
	"Ovary"	"27040"	"Tennessee"	"47"	449	3438006	10.4
	"Ovary"	"27040"	"Texas"	"48"	1545	14238026	10.3
	"Ovary"	"27040"	"Utah"	"49"	162	1540562	11.3
	"Ovary"	"27040"	"Vermont"	"50"	36	316438	7.6
	"Ovary"	"27040"	"Virginia"	"51"	459	4302531	8.8
	"Ovary"	"27040"	"Washington"	"53"	428	3712553	9.8
	"Ovary"	"27040"	"West Virginia"	"54"	139	918498	11.0
	"Ovary"	"27040"	"Wisconsin"	"55"	402	2911984	10.7
	"Ovary"	"27040"	"Wyoming"	"56"	37	284115	11.0
	"Vagina"	"27050"	"Alabama"	"01"	28	2517486	0.8
	"Vagina"	"27050"	"Arkansas"	"05"	22	1527948	1.2
	"Vagina"	"27050"	"California"	"06"	152	19783962	0.7
	"Vagina"	"27050"	"Colorado"	"08"	18	2789649	0.5
	"Vagina"	"27050"	"Connecticut"	"09"	16	1831503	0.6
	"Vagina"	"27050"	"Florida"	"12"	111	10720663	0.7
	"Vagina"	"27050"	"Georgia"	"13"	64	5349075	1.0
	"Vagina"	"27050"	"Illinois"	"17"	45	6501339	0.6
	"Vagina"	"27050"	"Indiana"	"18"	28	3378096	0.7
	"Vagina"	"27050"	"Kansas"	"20"	16	1460476	0.9
	"Vagina"	"27050"	"Kentucky"	"21"	26	2260311	0.9
	"Vagina"	"27050"	"Louisiana"	"22"	24	2390634	0.8
	"Vagina"	"27050"	"Maryland"	"24"	28	3106751	0.8
	"Vagina"	"27050"	"Massachusetts"	"25"	21	3532606	0.5
	"Vagina"	"27050"	"Michigan"	"26"	48	5064544	0.7
	"Vagina"	"27050"	"Minnesota"	"27"	21	2796520	0.6
	"Vagina"	"27050"	"Missouri"	"29"	30	3111381	0.7
	"Vagina"	"27050"	"Nevada"	"32"	16	1480860	0.9
	"Vagina"	"27050"	"New Jersey"	"34"	36	4547537	0.6
	"Vagina"	"27050"	"New Mexico"	"35"	18	1056754	1.2
	"Vagina"	"27050"	"New York"	"36"	80	10080806	0.6
	"Vagina"	"27050"	"North Carolina"	"37"	56	5274812	0.8
	"Vagina"	"27050"	"Ohio"	"39"	49	5949075	0.6
	"Vagina"	"27050"	"Oregon"	"41"	17	2091485	0.6
	"Vagina"	"27050"	"Pennsylvania"	"42"	55	6528507	0.6
	"Vagina"	"27050"	"South Carolina"	"45"	21	2588374	0.6
	"Vagina"	"27050"	"Tennessee"	"47"	35	3438006	0.8
	"Vagina"	"27050"	"Texas"	"48"	108	14238026	0.7
	"Vagina"	"27050"	"Virginia"	"51"	35	4302531	0.7
	"Vagina"	"27050"	"Washington"	"53"	32	3712553	0.7
	"Vagina"	"27050"	"Wisconsin"	"55"	18	2911984	0.5
	"Vulva"	"27060"	"Alabama"	"01"	116	2517486	3.8
	"Vulva"	"27060"	"Arizona"	"04"	87	3545316	2.0
	"Vulva"	"27060"	"Arkansas"	"05"	64	1527948	3.2
	"Vulva"	"27060"	"California"	"06"	474	19783962	2.0
	"Vulva"	"27060"	"Colorado"	"08"	79	2789649	2.4
	"Vulva"	"27060"	"Connecticut"	"09"	77	1831503	2.9
	"Vulva"	"27060"	"Delaware"	"10"	25	494606	3.9
	"Vulva"	"27060"	"Florida"	"12"	362	10720663	2.3
	"Vulva"	"27060"	"Georgia"	"13"	163	5349075	2.7
	"Vulva"	"27060"	"Hawaii"	"15"	22	710227	2.0
	"Vulva"	"27060"	"Idaho"	"16"	22	858030	2.3
	"Vulva"	"27060"	"Illinois"	"17"	207	6501339	2.5
	"Vulva"	"27060"	"Indiana"	"18"	132	3378096	3.0
	"Vulva"	"27060"	"Iowa"	"19"	87	1579862	4.1
