"Notes"	"Cancer Sites"	"Cancer Sites Code"	"States"	"States Code"	Count	Population	Age-Adjusted Rate
	"Melanoma of the Skin"	"25010"	"District of Columbia"	"11"	61	704147	8.9
	"Melanoma of the Skin"	"25010"	"Florida"	"12"	7591	21254926	25.4
	"Melanoma of the Skin"	"25010"	"Georgia"	"13"	2921	10519389	25.5
	"Melanoma of the Skin"	"25010"	"Hawaii"	"15"	449	1423102	24.0
	"Melanoma of the Skin"	"25010"	"Idaho"	"16"	579	1752074	29.6
	"Melanoma of the Skin"	"25010"	"Illinois"	"17"	3284	12724685	22.2
	"Melanoma of the Skin"	"25010"	"Indiana"	"18"	1632	6698481	21.3
	"Melanoma of the Skin"	"25010"	"Iowa"	"19"	1114	3149900	30.7
	"Melanoma of the Skin"	"25010"	"Kansas"	"20"	850	2912748	26.1
	"Melanoma of the Skin"	"25010"	"Kentucky"	"21"	1499	4464273	28.6
	"Melanoma of the Skin"	"25010"	"Louisiana"	"22"	1006	4664450	19.4
	"Melanoma of the Skin"	"25010"	"Maine"	"23"	537	1340123	28.4
	"Melanoma of the Skin"	"25010"	"Maryland"	"24"	1698	6042153	23.7
	"Melanoma of the Skin"	"25010"	"Massachusetts"	"25"	1395	6885720	16.7
	"Melanoma of the Skin"	"25010"	"Michigan"	"26"	2493	9987286	20.7
	"Melanoma of the Skin"	"25010"	"Minnesota"	"27"	2486	5608762	38.6
	"Melanoma of the Skin"	"25010"	"Mississippi"	"28"	603	2982879	17.6
	"Melanoma of the Skin"	"25010"	"Missouri"	"29"	1282	6125986	18.0
	"Melanoma of the Skin"	"25010"	"Montana"	"30"	392	1061818	29.6
	"Melanoma of the Skin"	"25010"	"Nebraska"	"31"	657	1925512	31.0
	"Melanoma of the Skin"	"25010"	"New Hampshire"	"33"	514	1355064	28.6
	"Melanoma of the Skin"	"25010"	"New Jersey"	"34"	2289	8891730	20.9
	"Melanoma of the Skin"	"25010"	"New Mexico"	"35"	398	2093754	15.2
	"Melanoma of the Skin"	"25010"	"New York"	"36"	4304	19544098	18.0
	"Melanoma of the Skin"	"25010"	"North Carolina"	"37"	3068	10391358	24.9
	"Melanoma of the Skin"	"25010"	"North Dakota"	"38"	187	760062	22.9
	"Melanoma of the Skin"	"25010"	"Ohio"	"39"	3522	11680892	25.0
	"Melanoma of the Skin"	"25010"	"Oklahoma"	"40"	898	3943488	20.0
	"Melanoma of the Skin"	"25010"	"Oregon"	"41"	1174	4183538	22.7
	"Melanoma of the Skin"	"25010"	"Pennsylvania"	"42"	3510	12809107	21.4
	"Melanoma of the Skin"	"25010"	"Rhode Island"	"44"	302	1059338	22.7
	"Melanoma of the Skin"	"25010"	"South Carolina"	"45"	1448	5091702	23.2
	"Melanoma of the Skin"	"25010"	"South Dakota"	"46"	308	879386	30.1
	"Melanoma of the Skin"	"25010"	"Tennessee"	"47"	1595	6778180	19.7
	"Melanoma of the Skin"	"25010"	"Texas"	"48"	4017	28624564	14.0
	"Melanoma of the Skin"	"25010"	"Utah"	"49"	1155	3155153	41.0
	"Melanoma of the Skin"	"25010"	"Vermont"	"50"	301	624802	36.1
	"Melanoma of the Skin"	"25010"	"Virginia"	"51"	2077	8510920	20.8
	"Melanoma of the Skin"	"25010"	"Washington"	"53"	2170	7526793	24.9
	"Melanoma of the Skin"	"25010"	"West Virginia"	"54"	553	1805953	23.4
	"Melanoma of the Skin"	"25010"	"Wisconsin"	"55"	1591	5809319	22.7
	"Melanoma of the Skin"	"25010"	"Wyoming"	"56"	190	579054	28.0
	"Other Non-Epithelial Skin"	"25020"	"Alabama"	"01"	78	4891628	1.3
	"Other Non-Epithelial Skin"	"25020"	"Arizona"	"04"	92	7164228	1.0
	"Other Non-Epithelial Skin"	"25020"	"Arkansas"	"05"	57	3012161	1.5
	"Other Non-Epithelial Skin"	"25020"	"California"	"06"	796	39437463	1.9
	"Other Non-Epithelial Skin"	"25020"	"Colorado"	"08"	87	5697155	1.5
	"Other Non-Epithelial Skin"	"25020"	"Connecticut"	"09"	65	3574561	1.4
	"Other Non-Epithelial Skin"	"25020"	"Delaware"	"10"	18	966985	1.4
	"Other Non-Epithelial Skin"	"25020"	"Florida"	"12"	713	21254926	2.2
	"Other Non-Epithelial Skin"	"25020"	"Georgia"	"13"	237	10519389	2.2
	"Other Non-Epithelial Skin"	"25020"	"Hawaii"	"15"	32	1423102	1.7
	"Other Non-Epithelial Skin"	"25020"	"Idaho"	"16"	24	1752074	1.2
	"Other Non-Epithelial Skin"	"25020"	"Illinois"	"17"	218	12724685	1.4
	"Other Non-Epithelial Skin"	"25020"	"Indiana"	"18"	117	6698481	1.5
	"Other Non-Epithelial Skin"	"25020"	"Iowa"	"19"	117	3149900	3.0
	"Other Non-Epithelial Skin"	"25020"	"Kansas"	"20"	46	2912748	1.3
	"Other Non-Epithelial Skin"	"25020"	"Kentucky"	"21"	94	4464273	1.7
	"Other Non-Epithelial Skin"	"25020"	"Louisiana"	"22"	98	4664450	1.8
	"Other Non-Epithelial Skin"	"25020"	"Maine"	"23"	38	1340123	1.9
	"Other Non-Epithelial Skin"	"25020"	"Maryland"	"24"	85	6042153	1.2
	"Other Non-Epithelial Skin"	"25020"	"Massachusetts"	"25"	135	6885720	1.6
	"Other Non-Epithelial Skin"	"25020"	"Michigan"	"26"	290	9987286	2.3
	"Other Non-Epithelial Skin"	"25020"	"Minnesota"	"27"	149	5608762	2.2
	"Other Non-Epithelial Skin"	"25020"	"Mississippi"	"28"	40	2982879	1.2
	"Other Non-Epithelial Skin"	"25020"	"Missouri"	"29"	66	6125986	0.8
	"Other Non-Epithelial Skin"	"25020"	"Montana"	"30"	36	1061818	2.6
	"Other Non-Epithelial Skin"	"25020"	"Nebraska"	"31"	51	1925512	2.4
	"Other Non-Epithelial Skin"	"25020"	"New Hampshire"	"33"	20	1355064	1.2
	"Other Non-Epithelial Skin"	"25020"	"New Jersey"	"34"	199	8891730	1.8
	"Other Non-Epithelial Skin"	"25020"	"New Mexico"	"35"	33	2093754	1.2
	"Other Non-Epithelial Skin"	"25020"	"New York"	"36"	432	19544098	1.8
	"Other Non-Epithelial Skin"	"25020"	"North Carolina"	"37"	221	10391358	1.8
	"Other Non-Epithelial Skin"	"25020"	"Ohio"	"39"	220	11680892	1.5
	"Other Non-Epithelial Skin"	"25020"	"Oklahoma"	"40"	52	3943488	1.1
	"Other Non-Epithelial Skin"	"25020"	"Oregon"	"41"	67	4183538	1.3
	"Other Non-Epithelial Skin"	"25020"	"Pennsylvania"	"42"	279	12809107	1.7
	"Other Non-Epithelial Skin"	"25020"	"South Carolina"	"45"	95	5091702	1.5
	"Other Non-Epithelial Skin"	"25020"	"South Dakota"	"46"	18	879386	1.7
	"Other Non-Epithelial Skin"	"25020"	"Tennessee"	"47"	107	6778180	1.3
	"Other Non-Epithelial Skin"	"25020"	"Texas"	"48"	342	28624564	1.3
	"Other Non-Epithelial Skin"	"25020"	"Utah"	"49"	81	3155153	3.0
	"Other Non-Epithelial Skin"	"25020"	"Virginia"	"51"	126	8510920	1.3
	"Other Non-Epithelial Skin"	"25020"	"Washington"	"53"	239	7526793	2.8
	"Other Non-Epithelial Skin"	"25020"	"West Virginia"	"54"	36	1805953	1.4
	"Other Non-Epithelial Skin"	"25020"	"Wisconsin"	"55"	118	5809319	1.6
	"Male and Female Breast"	"26000"	"Alabama"	"01"	3895	4891628	65.8
	"Male and Female Breast"	"26000"	"Alaska"	"02"	461	736624	60.4
	"Male and Female Breast"	"26000"	"Arizona"	"04"	5238	7164228	60.8
	"Male and Female Breast"	"26000"	"Arkansas"	"05"	2401	3012161	66.8
	"Male and Female Breast"	"26000"	"California"	"06"	28263	39437463	64.9
	"Male and Female Breast"	"26000"	"Colorado"	"08"	4301	5697155	68.3
	"Male and Female Breast"	"26000"	"Connecticut"	"09"	3337	3574561	74.7
	"Male and Female Breast"	"26000"	"Delaware"	"10"	932	966985	75.2
	"Male and Female Breast"	"26000"	"District of Columbia"	"11"	527	704147	77.1
	"Male and Female Breast"	"26000"	"Florida"	"12"	18561	21254926	65.4
	"Male and Female Breast"	"26000"	"Georgia"	"13"	8332	10519389	72.0
	"Male and Female Breast"	"26000"	"Hawaii"	"15"	1322	1423102	75.6
	"Male and Female Breast"	"26000"	"Idaho"	"16"	1344	1752074	67.8
	"Male and Female Breast"	"26000"	"Illinois"	"17"	10566	12724685	71.2
	"Male and Female Breast"	"26000"	"Indiana"	"18"	5357	6698481	68.6
	"Male and Female Breast"	"26000"	"Iowa"	"19"	2693	3149900	71.5
	"Male and Female Breast"	"26000"	"Kansas"	"20"	2349	2912748	70.5
	"Male and Female Breast"	"26000"	"Kentucky"	"21"	3713	4464273	68.8
	"Male and Female Breast"	"26000"	"Louisiana"	"22"	3817	4664450	71.6
	"Male and Female Breast"	"26000"	"Maine"	"23"	1237	1340123	66.5
	"Male and Female Breast"	"26000"	"Maryland"	"24"	5040	6042153	70.9
	"Male and Female Breast"	"26000"	"Massachusetts"	"25"	5873	6885720	71.1
	"Male and Female Breast"	"26000"	"Michigan"	"26"	8382	9987286	67.9
	"Male and Female Breast"	"26000"	"Minnesota"	"27"	4717	5608762	72.1
	"Male and Female Breast"	"26000"	"Mississippi"	"28"	2374	2982879	68.4
	"Male and Female Breast"	"26000"	"Missouri"	"29"	4974	6125986	67.1
	"Male and Female Breast"	"26000"	"Montana"	"30"	1001	1061818	74.8
	"Male and Female Breast"	"26000"	"Nebraska"	"31"	1570	1925512	72.5
	"Male and Female Breast"	"26000"	"New Hampshire"	"33"	1300	1355064	73.3
	"Male and Female Breast"	"26000"	"New Jersey"	"34"	7996	8891730	74.4
	"Male and Female Breast"	"26000"	"New Mexico"	"35"	1515	2093754	58.9
	"Male and Female Breast"	"26000"	"New York"	"36"	17166	19544098	73.7
	"Male and Female Breast"	"26000"	"North Carolina"	"37"	9390	10391358	75.7
	"Male and Female Breast"	"26000"	"North Dakota"	"38"	566	760062	67.7
	"Male and Female Breast"	"26000"	"Ohio"	"39"	10056	11680892	70.1
	"Male and Female Breast"	"26000"	"Oklahoma"	"40"	2991	3943488	66.0
	"Male and Female Breast"	"26000"	"Oregon"	"41"	3713	4183538	71.4
	"Male and Female Breast"	"26000"	"Pennsylvania"	"42"	11399	12809107	69.9
	"Male and Female Breast"	"26000"	"Rhode Island"	"44"	1043	1059338	78.9
	"Male and Female Breast"	"26000"	"South Carolina"	"45"	4381	5091702	69.7
	"Male and Female Breast"	"26000"	"South Dakota"	"46"	660	879386	64.8
	"Male and Female Breast"	"26000"	"Tennessee"	"47"	5478	6778180	67.8
	"Male and Female Breast"	"26000"	"Texas"	"48"	18243	28624564	62.4
	"Male and Female Breast"	"26000"	"Utah"	"49"	1706	3155153	60.8
	"Male and Female Breast"	"26000"	"Vermont"	"50"	562	624802	69.1
	"Male and Female Breast"	"26000"	"Virginia"	"51"	6663	8510920	66.9
	"Male and Female Breast"	"26000"	"Washington"	"53"	5978	7526793	69.2
	"Male and Female Breast"	"26000"	"West Virginia"	"54"	1566	1805953	64.2
	"Male and Female Breast"	"26000"	"Wisconsin"	"55"	5068	5809319	71.7
	"Male and Female Breast"	"26000"	"Wyoming"	"56"	411	579054	59.2
	"Female Breast"	"26000-Female"	"Alabama"	"01"	3857	2526183	121.1
	"Female Breast"	"26000-Female"	"Alaska"	"02"	459	352320	123.4
	"Female Breast"	"26000-Female"	"Arizona"	"04"	5173	3604059	115.1
	"Female Breast"	"26000-Female"	"Arkansas"	"05"	2378	1533071	125.2
	"Female Breast"	"26000-Female"	"California"	"06"	28050	19829641	122.6
	"Female Breast"	"26000-Female"	"Colorado"	"08"	4273	2828980	131.2
	"Female Breast"	"26000-Female"	"Connecticut"	"09"	3297	1831360	138.5
	"Female Breast"	"26000-Female"	"Delaware"	"10"	922	499426	139.1
	"Female Breast"	"26000-Female"	"District of Columbia"	"11"	522	369821	140.8
	"Female Breast"	"26000-Female"	"Florida"	"12"	18387	10863662	123.0
	"Female Breast"	"26000-Female"	"Georgia"	"13"	8251	5403773	132.1
	"Female Breast"	"26000-Female"	"Hawaii"	"15"	1315	709720	146.1
	"Female Breast"	"26000-Female"	"Idaho"	"16"	1331	873726	130.8
	"Female Breast"	"26000-Female"	"Illinois"	"17"	10475	6472590	133.2
	"Female Breast"	"26000-Female"	"Indiana"	"18"	5316	3395350	128.9
	"Female Breast"	"26000-Female"	"Iowa"	"19"	2664	1582600	136.3
	"Female Breast"	"26000-Female"	"Kansas"	"20"	2329	1461321	133.8
	"Female Breast"	"26000-Female"	"Kentucky"	"21"	3691	2265345	128.9
	"Female Breast"	"26000-Female"	"Louisiana"	"22"	3780	2387863	132.7
	"Female Breast"	"26000-Female"	"Maine"	"23"	1226	683920	125.5
	"Female Breast"	"26000-Female"	"Maryland"	"24"	4989	3115060	130.3
	"Female Breast"	"26000-Female"	"Massachusetts"	"25"	5828	3544419	132.1
	"Female Breast"	"26000-Female"	"Michigan"	"26"	8305	5068797	127.7
	"Female Breast"	"26000-Female"	"Minnesota"	"27"	4684	2815323	138.5
	"Female Breast"	"26000-Female"	"Mississippi"	"28"	2355	1536005	126.1
	"Female Breast"	"26000-Female"	"Missouri"	"29"	4926	3119006	125.6
	"Female Breast"	"26000-Female"	"Montana"	"30"	998	527421	146.9
	"Female Breast"	"26000-Female"	"Nebraska"	"31"	1550	964575	137.8
	"Female Breast"	"26000-Female"	"New Hampshire"	"33"	1297	683488	140.6
	"Female Breast"	"26000-Female"	"New Jersey"	"34"	7916	4547534	138.0
	"Female Breast"	"26000-Female"	"New Mexico"	"35"	1500	1057418	111.0
	"Female Breast"	"26000-Female"	"New York"	"36"	16988	10053544	136.3
	"Female Breast"	"26000-Female"	"North Carolina"	"37"	9315	5336021	140.1
	"Female Breast"	"26000-Female"	"North Dakota"	"38"	561	370951	133.2
	"Female Breast"	"26000-Female"	"Ohio"	"39"	9976	5956223	131.0
	"Female Breast"	"26000-Female"	"Oklahoma"	"40"	2968	1990175	124.6
	"Female Breast"	"26000-Female"	"Oregon"	"41"	3691	2109387	136.2
	"Female Breast"	"26000-Female"	"Pennsylvania"	"42"	11294	6532496	130.9
	"Female Breast"	"26000-Female"	"Rhode Island"	"44"	1036	543905	146.5
	"Female Breast"	"26000-Female"	"South Carolina"	"45"	4337	2623668	128.9
	"Female Breast"	"26000-Female"	"South Dakota"	"46"	657	435837	126.4
	"Female Breast"	"26000-Female"	"Tennessee"	"47"	5431	3470870	126.2
	"Female Breast"	"26000-Female"	"Texas"	"48"	18087	14409326	117.5
	"Female Breast"	"26000-Female"	"Utah"	"49"	1693	1566159	117.0
	"Female Breast"	"26000-Female"	"Vermont"	"50"	556	316353	131.1
	"Female Breast"	"26000-Female"	"Virginia"	"51"	6605	4323072	125.2
	"Female Breast"	"26000-Female"	"Washington"	"53"	5936	3760779	132.4
	"Female Breast"	"26000-Female"	"West Virginia"	"54"	1549	912019	121.9
	"Female Breast"	"26000-Female"	"Wisconsin"	"55"	5022	2918734	137.4
	"Female Breast"	"26000-Female"	"Wyoming"	"56"	406	283930	116.3
	"Male Breast"	"26000-Male"	"Alabama"	"01"	38	2365445	1.4
	"Male Breast"	"26000-Male"	"Arizona"	"04"	65	3560169	1.6
	"Male Breast"	"26000-Male"	"Arkansas"	"05"	23	1479090	1.4
	"Male Breast"	"26000-Male"	"California"	"06"	213	19607822	1.0
	"Male Breast"	"26000-Male"	"Colorado"	"08"	28	2868175	1.0
	"Male Breast"	"26000-Male"	"Connecticut"	"09"	40	1743201	1.9
	"Male Breast"	"26000-Male"	"Florida"	"12"	174	10391264	1.2
	"Male Breast"	"26000-Male"	"Georgia"	"13"	81	5115616	1.5
	"Male Breast"	"26000-Male"	"Illinois"	"17"	91	6252095	1.3
	"Male Breast"	"26000-Male"	"Indiana"	"18"	41	3303131	1.2
	"Male Breast"	"26000-Male"	"Iowa"	"19"	29	1567300	1.6
	"Male Breast"	"26000-Male"	"Kansas"	"20"	20	1451427	1.3
	"Male Breast"	"26000-Male"	"Kentucky"	"21"	22	2198928	0.8
	"Male Breast"	"26000-Male"	"Louisiana"	"22"	37	2276587	1.6
	"Male Breast"	"26000-Male"	"Maryland"	"24"	51	2927093	1.6
	"Male Breast"	"26000-Male"	"Massachusetts"	"25"	45	3341301	1.2
	"Male Breast"	"26000-Male"	"Michigan"	"26"	77	4918489	1.3
	"Male Breast"	"26000-Male"	"Minnesota"	"27"	33	2793439	1.1
	"Male Breast"	"26000-Male"	"Mississippi"	"28"	19	1446874	1.2
	"Male Breast"	"26000-Male"	"Missouri"	"29"	48	3006980	1.4
	"Male Breast"	"26000-Male"	"Nebraska"	"31"	20	960937	2.0
	"Male Breast"	"26000-Male"	"New Jersey"	"34"	80	4344196	1.5
	"Male Breast"	"26000-Male"	"New York"	"36"	178	9490554	1.6
	"Male Breast"	"26000-Male"	"North Carolina"	"37"	75	5055337	1.3
	"Male Breast"	"26000-Male"	"Ohio"	"39"	80	5724669	1.2
	"Male Breast"	"26000-Male"	"Oklahoma"	"40"	23	1953313	1.0
	"Male Breast"	"26000-Male"	"Oregon"	"41"	22	2074151	0.9
	"Male Breast"	"26000-Male"	"Pennsylvania"	"42"	105	6276611	1.4
	"Male Breast"	"26000-Male"	"South Carolina"	"45"	44	2468034	1.5
	"Male Breast"	"26000-Male"	"Tennessee"	"47"	47	3307310	1.3
	"Male Breast"	"26000-Male"	"Texas"	"48"	156	14215238	1.2
	"Male Breast"	"26000-Male"	"Virginia"	"51"	58	4187848	1.2
	"Male Breast"	"26000-Male"	"Washington"	"53"	42	3766014	1.0
	"Male Breast"	"26000-Male"	"West Virginia"	"54"	17	893934	1.4
	"Male Breast"	"26000-Male"	"Wisconsin"	"55"	46	2890585	1.3
	"Female Genital System"	"27010-27070"	"Alabama"	"01"	1352	2526183	42.5
	"Female Genital System"	"27010-27070"	"Alaska"	"02"	182	352320	47.8
	"Female Genital System"	"27010-27070"	"Arizona"	"04"	1948	3604059	43.5
	"Female Genital System"	"27010-27070"	"Arkansas"	"05"	978	1533071	52.0
	"Female Genital System"	"27010-27070"	"California"	"06"	11448	19829641	49.5
	"Female Genital System"	"27010-27070"	"Colorado"	"08"	1477	2828980	44.7
	"Female Genital System"	"27010-27070"	"Connecticut"	"09"	1255	1831360	50.9
	"Female Genital System"	"27010-27070"	"Delaware"	"10"	332	499426	47.3
	"Female Genital System"	"27010-27070"	"District of Columbia"	"11"	197	369821	52.1
	"Female Genital System"	"27010-27070"	"Florida"	"12"	7515	10863662	50.5
	"Female Genital System"	"27010-27070"	"Georgia"	"13"	3009	5403773	48.1
	"Female Genital System"	"27010-27070"	"Hawaii"	"15"	486	709720	56.3
	"Female Genital System"	"27010-27070"	"Idaho"	"16"	505	873726	49.2
	"Female Genital System"	"27010-27070"	"Illinois"	"17"	4278	6472590	53.0
	"Female Genital System"	"27010-27070"	"Indiana"	"18"	2171	3395350	52.6
	"Female Genital System"	"27010-27070"	"Iowa"	"19"	1110	1582600	55.4
	"Female Genital System"	"27010-27070"	"Kansas"	"20"	885	1461321	51.5
	"Female Genital System"	"27010-27070"	"Kentucky"	"21"	1493	2265345	53.5
	"Female Genital System"	"27010-27070"	"Louisiana"	"22"	1267	2387863	44.1
	"Female Genital System"	"27010-27070"	"Maine"	"23"	531	683920	52.7
	"Female Genital System"	"27010-27070"	"Maryland"	"24"	1975	3115060	49.5
	"Female Genital System"	"27010-27070"	"Massachusetts"	"25"	2304	3544419	50.1
	"Female Genital System"	"27010-27070"	"Michigan"	"26"	3320	5068797	50.7
	"Female Genital System"	"27010-27070"	"Minnesota"	"27"	1828	2815323	52.0
	"Female Genital System"	"27010-27070"	"Mississippi"	"28"	861	1536005	46.3
	"Female Genital System"	"27010-27070"	"Missouri"	"29"	2008	3119006	51.1
	"Female Genital System"	"27010-27070"	"Montana"	"30"	295	527421	41.3
	"Female Genital System"	"27010-27070"	"Nebraska"	"31"	535	964575	47.4
	"Female Genital System"	"27010-27070"	"New Hampshire"	"33"	501	683488	51.7
	"Female Genital System"	"27010-27070"	"New Jersey"	"34"	3488	4547534	58.8
	"Female Genital System"	"27010-27070"	"New Mexico"	"35"	602	1057418	46.6
	"Female Genital System"	"27010-27070"	"New York"	"36"	7088	10053544	54.9
	"Female Genital System"	"27010-27070"	"North Carolina"	"37"	3172	5336021	47.5
	"Female Genital System"	"27010-27070"	"North Dakota"	"38"	157	370951	37.7
	"Female Genital System"	"27010-27070"	"Ohio"	"39"	4143	5956223	54.1
	"Female Genital System"	"27010-27070"	"Oklahoma"	"40"	1194	1990175	50.8
	"Female Genital System"	"27010-27070"	"Oregon"	"41"	1415	2109387	52.0
	"Female Genital System"	"27010-27070"	"Pennsylvania"	"42"	5132	6532496	57.8
	"Female Genital System"	"27010-27070"	"Rhode Island"	"44"	401	543905	55.1
	"Female Genital System"	"27010-27070"	"South Carolina"	"45"	1504	2623668	44.2
	"Female Genital System"	"27010-27070"	"South Dakota"	"46"	265	435837	49.0
	"Female Genital System"	"27010-27070"	"Tennessee"	"47"	2145	3470870	49.9
	"Female Genital System"	"27010-27070"	"Texas"	"48"	7437	14409326	48.5
	"Female Genital System"	"27010-27070"	"Utah"	"49"	679	1566159	46.1
	"Female Genital System"	"27010-27070"	"Vermont"	"50"	260	316353	55.3
	"Female Genital System"	"27010-27070"	"Virginia"	"51"	2556	4323072	47.4
	"Female Genital System"	"27010-27070"	"Washington"	"53"	2271	3760779	49.8
	"Female Genital System"	"27010-27070"	"West Virginia"	"54"	791	912019	65.2
	"Female Genital System"	"27010-27070"	"Wisconsin"	"55"	1988	2918734	52.4
	"Female Genital System"	"27010-27070"	"Wyoming"	"56"	165	283930	47.9
	"Cervix Uteri"	"27010"	"Alabama"	"01"	222	2526183	8.4
	"Cervix Uteri"	"27010"	"Alaska"	"02"	30	352320	8.5
	"Cervix Uteri"	"27010"	"Arizona"	"04"	217	3604059	6.1
	"Cervix Uteri"	"27010"	"Arkansas"	"05"	166	1533071	10.8
	"Cervix Uteri"	"27010"	"California"	"06"	1540	19829641	7.5
	"Cervix Uteri"	"27010"	"Colorado"	"08"	176	2828980	6.1
	"Cervix Uteri"	"27010"	"Connecticut"	"09"	119	1831360	6.0
	"Cervix Uteri"	"27010"	"Delaware"	"10"	47	499426	8.8
	"Cervix Uteri"	"27010"	"District of Columbia"	"11"	18	369821	5.1
	"Cervix Uteri"	"27010"	"Florida"	"12"	1041	10863662	8.9
	"Cervix Uteri"	"27010"	"Georgia"	"13"	416	5403773	7.5
	"Cervix Uteri"	"27010"	"Hawaii"	"15"	52	709720	6.9
	"Cervix Uteri"	"27010"	"Idaho"	"16"	70	873726	8.3
	"Cervix Uteri"	"27010"	"Illinois"	"17"	495	6472590	7.2
	"Cervix Uteri"	"27010"	"Indiana"	"18"	275	3395350	8.1
	"Cervix Uteri"	"27010"	"Iowa"	"19"	127	1582600	8.3
	"Cervix Uteri"	"27010"	"Kansas"	"20"	140	1461321	9.8
	"Cervix Uteri"	"27010"	"Kentucky"	"21"	212	2265345	9.0
	"Cervix Uteri"	"27010"	"Louisiana"	"22"	225	2387863	9.5
	"Cervix Uteri"	"27010"	"Maine"	"23"	32	683920	4.3
	"Cervix Uteri"	"27010"	"Maryland"	"24"	214	3115060	6.4
	"Cervix Uteri"	"27010"	"Massachusetts"	"25"	205	3544419	5.6
	"Cervix Uteri"	"27010"	"Michigan"	"26"	358	5068797	7.2
	"Cervix Uteri"	"27010"	"Minnesota"	"27"	138	2815323	4.8
	"Cervix Uteri"	"27010"	"Mississippi"	"28"	142	1536005	8.7
	"Cervix Uteri"	"27010"	"Missouri"	"29"	276	3119006	8.6
	"Cervix Uteri"	"27010"	"Montana"	"30"	30	527421	5.4
	"Cervix Uteri"	"27010"	"Nebraska"	"31"	61	964575	6.4
	"Cervix Uteri"	"27010"	"New Hampshire"	"33"	37	683488	5.4
	"Cervix Uteri"	"27010"	"New Jersey"	"34"	395	4547534	8.1
	"Cervix Uteri"	"27010"	"New Mexico"	"35"	89	1057418	9.0
	"Cervix Uteri"	"27010"	"New York"	"36"	799	10053544	7.2
	"Cervix Uteri"	"27010"	"North Carolina"	"37"	396	5336021	7.0
	"Cervix Uteri"	"27010"	"North Dakota"	"38"	18	370951	5.3
	"Cervix Uteri"	"27010"	"Ohio"	"39"	455	5956223	7.5
	"Cervix Uteri"	"27010"	"Oklahoma"	"40"	218	1990175	11.0
	"Cervix Uteri"	"27010"	"Oregon"	"41"	147	2109387	6.6
	"Cervix Uteri"	"27010"	"Pennsylvania"	"42"	483	6532496	7.0
	"Cervix Uteri"	"27010"	"Rhode Island"	"44"	49	543905	8.3
	"Cervix Uteri"	"27010"	"South Carolina"	"45"	221	2623668	8.0
	"Cervix Uteri"	"27010"	"South Dakota"	"46"	22	435837	5.6
	"Cervix Uteri"	"27010"	"Tennessee"	"47"	327	3470870	9.2
	"Cervix Uteri"	"27010"	"Texas"	"48"	1331	14409326	9.4
	"Cervix Uteri"	"27010"	"Utah"	"49"	72	1566159	5.2
	"Cervix Uteri"	"27010"	"Virginia"	"51"	279	4323072	6.1
	"Cervix Uteri"	"27010"	"Washington"	"53"	256	3760779	6.7
	"Cervix Uteri"	"27010"	"West Virginia"	"54"	100	912019	10.6
	"Cervix Uteri"	"27010"	"Wisconsin"	"55"	184	2918734	6.1
	"Cervix Uteri"	"27010"	"Wyoming"	"56"	32	283930	11.0
	"Corpus Uteri"	"27020"	"Alabama"	"01"	660	2526183	19.7
	"Corpus Uteri"	"27020"	"Alaska"	"02"	104	352320	26.7
	"Corpus Uteri"	"27020"	"Arizona"	"04"	1087	3604059	23.3
	"Corpus Uteri"	"27020"	"Arkansas"	"05"	499	1533071	25.5
	"Corpus Uteri"	"27020"	"California"	"06"	6239	19829641	26.1
	"Corpus Uteri"	"27020"	"Colorado"	"08"	774	2828980	22.4
	"Corpus Uteri"	"27020"	"Connecticut"	"09"	720	1831360	28.0
	"Corpus Uteri"	"27020"	"Delaware"	"10"	180	499426	23.7
	"Corpus Uteri"	"27020"	"District of Columbia"	"11"	94	369821	24.1
	"Corpus Uteri"	"27020"	"Florida"	"12"	3982	10863662	25.2
	"Corpus Uteri"	"27020"	"Georgia"	"13"	1605	5403773	24.6
	"Corpus Uteri"	"27020"	"Hawaii"	"15"	296	709720	33.4
	"Corpus Uteri"	"27020"	"Idaho"	"16"	254	873726	23.4
	"Corpus Uteri"	"27020"	"Illinois"	"17"	2458	6472590	29.3
	"Corpus Uteri"	"27020"	"Indiana"	"18"	1207	3395350	28.0
	"Corpus Uteri"	"27020"	"Iowa"	"19"	637	1582600	30.3
	"Corpus Uteri"	"27020"	"Kansas"	"20"	465	1461321	26.1
	"Corpus Uteri"	"27020"	"Kentucky"	"21"	806	2265345	27.8
	"Corpus Uteri"	"27020"	"Louisiana"	"22"	622	2387863	20.3
	"Corpus Uteri"	"27020"	"Maine"	"23"	322	683920	30.2
	"Corpus Uteri"	"27020"	"Maryland"	"24"	1116	3115060	26.9
	"Corpus Uteri"	"27020"	"Massachusetts"	"25"	1360	3544419	28.5
	"Corpus Uteri"	"27020"	"Michigan"	"26"	1951	5068797	28.0
	"Corpus Uteri"	"27020"	"Minnesota"	"27"	1094	2815323	30.3
	"Corpus Uteri"	"27020"	"Mississippi"	"28"	460	1536005	23.8
	"Corpus Uteri"	"27020"	"Missouri"	"29"	1129	3119006	27.6
	"Corpus Uteri"	"27020"	"Montana"	"30"	158	527421	20.7
	"Corpus Uteri"	"27020"	"Nebraska"	"31"	312	964575	26.6
	"Corpus Uteri"	"27020"	"New Hampshire"	"33"	286	683488	27.8
	"Corpus Uteri"	"27020"	"New Jersey"	"34"	1981	4547534	32.1
	"Corpus Uteri"	"27020"	"New Mexico"	"35"	324	1057418	23.5
